datetime,aggregate,tv,fridge,washing_machine
2024-07-21 20:56:28+00:00,168.0,38.0,81.0,49.0
2024-07-21 20:56:29+00:00,190.0,61.0,81.0,48.0
2024-07-21 20:56:30+00:00,183.0,57.0,81.0,45.0
2024-07-21 20:56:31+00:00,173.0,41.0,81.0,51.0
2024-07-21 20:56:32+00:00,173.0,45.0,81.0,47.0
2024-07-21 20:56:33+00:00,163.0,32.0,81.0,50.0
2024-07-21 20:56:34+00:00,162.0,36.0,79.0,47.0
2024-07-21 20:56:35+00:00,174.0,43.0,80.0,51.0
2024-07-21 20:56:36+00:00,170.0,32.0,81.0,57.0
2024-07-21 20:56:37+00:00,176.0,33.0,82.0,61.0
2024-07-21 20:56:38+00:00,177.0,47.0,82.0,48.0
2024-07-21 20:56:39+00:00,164.0,35.0,80.0,49.0
2024-07-21 20:56:40+00:00,172.0,45.0,80.0,47.0
2024-07-21 20:56:41+00:00,163.0,36.0,81.0,46.0
2024-07-21 20:56:42+00:00,172.0,42.0,81.0,49.0
2024-07-21 20:56:43+00:00,168.0,42.0,81.0,45.0
2024-07-21 20:56:44+00:00,172.0,37.0,82.0,53.0
2024-07-21 20:56:45+00:00,160.0,32.0,80.0,48.0
2024-07-21 20:56:46+00:00,204.0,35.0,81.0,88.0
2024-07-21 20:56:47+00:00,167.0,41.0,78.0,48.0
2024-07-21 20:56:48+00:00,198.0,51.0,81.0,66.0
2024-07-21 20:56:49+00:00,184.0,42.0,80.0,62.0
2024-07-21 20:56:50+00:00,163.0,37.0,80.0,46.0
2024-07-21 20:56:51+00:00,161.0,35.0,80.0,46.0
2024-07-21 20:56:52+00:00,221.0,43.0,82.0,96.0
2024-07-21 20:56:53+00:00,184.0,42.0,82.0,60.0
2024-07-21 20:56:54+00:00,172.0,39.0,81.0,52.0
2024-07-21 20:56:55+00:00,245.0,72.0,80.0,93.0
2024-07-21 20:56:56+00:00,200.0,72.0,80.0,48.0
2024-07-21 20:56:57+00:00,177.0,36.0,82.0,59.0
2024-07-21 20:56:58+00:00,176.0,34.0,81.0,61.0
2024-07-21 20:56:59+00:00,176.0,35.0,82.0,59.0
2024-07-21 20:57:00+00:00,170.0,39.0,80.0,51.0
2024-07-21 20:57:01+00:00,200.0,37.0,81.0,82.0
2024-07-21 20:57:02+00:00,165.0,32.0,82.0,51.0
2024-07-21 20:57:03+00:00,194.0,53.0,81.0,60.0
2024-07-21 20:57:04+00:00,168.0,40.0,81.0,47.0
2024-07-21 20:57:05+00:00,177.0,41.0,82.0,54.0
2024-07-21 20:57:06+00:00,195.0,60.0,82.0,53.0
2024-07-21 20:57:07+00:00,191.0,34.0,80.0,77.0
2024-07-21 20:57:08+00:00,172.0,45.0,80.0,47.0
2024-07-21 20:57:09+00:00,167.0,39.0,82.0,46.0
2024-07-21 20:57:10+00:00,163.0,38.0,80.0,45.0
2024-07-21 20:57:11+00:00,186.0,34.0,81.0,71.0
2024-07-21 20:57:12+00:00,202.0,51.0,81.0,70.0
2024-07-21 20:57:13+00:00,170.0,38.0,80.0,52.0
2024-07-21 20:57:14+00:00,176.0,41.0,80.0,55.0
2024-07-21 20:57:15+00:00,183.0,50.0,81.0,52.0
2024-07-21 20:57:16+00:00,185.0,34.0,79.0,72.0
2024-07-21 20:57:17+00:00,179.0,42.0,81.0,56.0
2024-07-21 20:57:18+00:00,193.0,52.0,80.0,61.0
2024-07-21 20:57:19+00:00,188.0,55.0,81.0,52.0
2024-07-21 20:57:20+00:00,213.0,46.0,82.0,85.0
2024-07-21 20:57:21+00:00,175.0,48.0,80.0,47.0
