datetime,aggregate,tv,fridge,washing_machine
2024-07-19 08:43:23+00:00,222.0,105.0,73.0,44.0
2024-07-19 08:43:24+00:00,216.0,99.0,72.0,45.0
2024-07-19 08:43:25+00:00,241.0,118.0,73.0,50.0
2024-07-19 08:43:26+00:00,252.0,104.0,73.0,75.0
2024-07-19 08:43:27+00:00,248.0,103.0,72.0,73.0
2024-07-19 08:43:28+00:00,227.0,108.0,72.0,47.0
2024-07-19 08:43:29+00:00,226.0,106.0,72.0,48.0
2024-07-19 08:43:30+00:00,220.0,104.0,72.0,44.0
2024-07-19 08:43:31+00:00,222.0,109.0,70.0,43.0
2024-07-19 08:43:32+00:00,236.0,113.0,72.0,51.0
2024-07-19 08:43:33+00:00,230.0,105.0,73.0,52.0
2024-07-19 08:43:34+00:00,232.0,106.0,75.0,51.0
2024-07-19 08:43:35+00:00,226.0,106.0,75.0,45.0
2024-07-19 08:43:36+00:00,276.0,106.0,74.0,96.0
2024-07-19 08:43:37+00:00,220.0,99.0,72.0,49.0
2024-07-19 08:43:38+00:00,223.0,102.0,72.0,49.0
2024-07-19 08:43:39+00:00,231.0,106.0,74.0,51.0
2024-07-19 08:43:40+00:00,220.0,101.0,73.0,46.0
2024-07-19 08:43:41+00:00,218.0,101.0,73.0,44.0
2024-07-19 08:43:42+00:00,229.0,107.0,74.0,48.0
2024-07-19 08:43:43+00:00,232.0,112.0,74.0,46.0
2024-07-19 08:43:44+00:00,222.0,102.0,73.0,47.0
2024-07-19 08:43:45+00:00,229.0,104.0,72.0,53.0
2024-07-19 08:43:46+00:00,222.0,102.0,73.0,47.0
2024-07-19 08:43:47+00:00,228.0,110.0,73.0,45.0
2024-07-19 08:43:48+00:00,221.0,103.0,72.0,46.0
2024-07-19 08:43:49+00:00,220.0,97.0,72.0,51.0
2024-07-19 08:43:50+00:00,230.0,104.0,73.0,53.0
2024-07-19 08:43:51+00:00,216.0,97.0,73.0,46.0
2024-07-19 08:43:52+00:00,228.0,102.0,73.0,53.0
2024-07-19 08:43:53+00:00,228.0,104.0,73.0,51.0
2024-07-19 08:43:54+00:00,231.0,106.0,73.0,52.0
2024-07-19 08:43:55+00:00,263.0,109.0,71.0,83.0
2024-07-19 08:43:56+00:00,224.0,102.0,72.0,50.0
2024-07-19 08:43:57+00:00,224.0,99.0,74.0,51.0
2024-07-19 08:43:58+00:00,220.0,99.0,73.0,48.0
2024-07-19 08:43:59+00:00,216.0,100.0,70.0,46.0
2024-07-19 08:44:00+00:00,231.0,98.0,73.0,60.0
2024-07-19 08:44:01+00:00,216.0,96.0,73.0,47.0
2024-07-19 08:44:02+00:00,234.0,104.0,71.0,59.0
2024-07-19 08:44:03+00:00,228.0,105.0,72.0,51.0
2024-07-19 08:44:04+00:00,224.0,105.0,74.0,45.0
2024-07-19 08:44:05+00:00,222.0,101.0,73.0,48.0
2024-07-19 08:44:06+00:00,224.0,104.0,73.0,47.0
2024-07-19 08:44:07+00:00,217.0,100.0,72.0,45.0
2024-07-19 08:44:08+00:00,223.0,104.0,70.0,49.0
2024-07-19 08:44:09+00:00,229.0,101.0,73.0,55.0
2024-07-19 08:44:10+00:00,225.0,102.0,73.0,50.0
2024-07-19 08:44:11+00:00,214.0,99.0,71.0,44.0
2024-07-19 08:44:12+00:00,238.0,96.0,71.0,71.0
2024-07-19 08:44:13+00:00,220.0,103.0,73.0,44.0
2024-07-19 08:44:14+00:00,228.0,103.0,73.0,52.0
2024-07-19 08:44:15+00:00,221.0,103.0,73.0,45.0
2024-07-19 08:44:16+00:00,230.0,101.0,72.0,57.0
2024-07-19 08:44:17+00:00,220.0,102.0,72.0,46.0
2024-07-19 08:44:18+00:00,225.0,103.0,73.0,49.0
2024-07-19 08:44:19+00:00,223.0,101.0,72.0,50.0
2024-07-19 08:44:20+00:00,221.0,107.0,71.0,43.0
2024-07-19 08:44:21+00:00,220.0,104.0,72.0,44.0
2024-07-19 08:44:22+00:00,231.0,99.0,72.0,60.0
2024-07-19 08:44:23+00:00,228.0,95.0,71.0,62.0
2024-07-19 08:44:24+00:00,218.0,98.0,71.0,49.0
2024-07-19 08:44:25+00:00,232.0,112.0,71.0,49.0
2024-07-19 08:44:26+00:00,228.0,101.0,72.0,55.0
2024-07-19 08:44:27+00:00,231.0,112.0,71.0,48.0
2024-07-19 08:44:28+00:00,222.0,102.0,73.0,47.0
2024-07-19 08:44:29+00:00,220.0,100.0,71.0,49.0
2024-07-19 08:44:30+00:00,221.0,102.0,72.0,47.0
2024-07-19 08:44:31+00:00,239.0,96.0,72.0,71.0
2024-07-19 08:44:32+00:00,218.0,100.0,72.0,46.0
2024-07-19 08:44:33+00:00,217.0,101.0,72.0,44.0
2024-07-19 08:44:34+00:00,219.0,100.0,71.0,48.0
2024-07-19 08:44:35+00:00,223.0,101.0,71.0,51.0
2024-07-19 08:44:36+00:00,228.0,104.0,72.0,52.0
2024-07-19 08:44:37+00:00,231.0,104.0,73.0,54.0
2024-07-19 08:44:38+00:00,220.0,102.0,72.0,46.0
2024-07-19 08:44:39+00:00,235.0,103.0,71.0,61.0
2024-07-19 08:44:40+00:00,218.0,98.0,73.0,47.0
2024-07-19 08:44:41+00:00,223.0,107.0,72.0,44.0
2024-07-19 08:44:42+00:00,232.0,103.0,70.0,59.0
2024-07-19 08:44:43+00:00,222.0,103.0,71.0,48.0
2024-07-19 08:44:44+00:00,225.0,105.0,71.0,49.0
2024-07-19 08:44:45+00:00,226.0,103.0,73.0,50.0
2024-07-19 08:44:46+00:00,228.0,109.0,72.0,47.0
2024-07-19 08:44:47+00:00,220.0,102.0,71.0,47.0
2024-07-19 08:44:48+00:00,220.0,100.0,72.0,48.0
2024-07-19 08:44:49+00:00,222.0,100.0,73.0,49.0
2024-07-19 08:44:50+00:00,239.0,100.0,72.0,67.0
2024-07-19 08:44:51+00:00,244.0,121.0,72.0,51.0
2024-07-19 08:44:52+00:00,226.0,103.0,71.0,52.0
2024-07-19 08:44:53+00:00,225.0,103.0,72.0,50.0
2024-07-19 08:44:54+00:00,224.0,104.0,73.0,47.0
2024-07-19 08:44:55+00:00,230.0,103.0,71.0,56.0
2024-07-19 08:44:56+00:00,223.0,103.0,70.0,50.0
2024-07-19 08:44:57+00:00,221.0,104.0,73.0,44.0
2024-07-19 08:44:58+00:00,243.0,118.0,71.0,54.0
2024-07-19 08:44:59+00:00,234.0,102.0,73.0,59.0
2024-07-19 08:45:00+00:00,226.0,105.0,72.0,49.0
2024-07-19 08:45:01+00:00,221.0,99.0,72.0,50.0
2024-07-19 08:45:02+00:00,222.0,102.0,72.0,48.0
2024-07-19 08:45:03+00:00,247.0,106.0,73.0,68.0
2024-07-19 08:45:04+00:00,248.0,126.0,72.0,50.0
2024-07-19 08:45:05+00:00,242.0,105.0,72.0,65.0
2024-07-19 08:45:06+00:00,219.0,101.0,73.0,45.0
2024-07-19 08:45:07+00:00,223.0,104.0,74.0,45.0
2024-07-19 08:45:08+00:00,233.0,106.0,74.0,53.0
2024-07-19 08:45:09+00:00,238.0,101.0,73.0,64.0
2024-07-19 08:45:10+00:00,223.0,104.0,73.0,46.0
2024-07-19 08:45:11+00:00,249.0,124.0,71.0,54.0
2024-07-19 08:45:12+00:00,226.0,103.0,73.0,50.0
2024-07-19 08:45:13+00:00,242.0,109.0,71.0,62.0
2024-07-19 08:45:14+00:00,248.0,107.0,71.0,70.0
2024-07-19 08:45:15+00:00,245.0,117.0,71.0,57.0
2024-07-19 08:45:16+00:00,233.0,115.0,73.0,45.0
2024-07-19 08:45:17+00:00,242.0,104.0,72.0,66.0
2024-07-19 08:45:18+00:00,230.0,108.0,72.0,50.0
2024-07-19 08:45:19+00:00,225.0,100.0,73.0,52.0
2024-07-19 08:45:20+00:00,224.0,105.0,72.0,47.0
2024-07-19 08:45:21+00:00,231.0,102.0,73.0,56.0
2024-07-19 08:45:22+00:00,223.0,105.0,72.0,46.0
2024-07-19 08:45:23+00:00,224.0,106.0,72.0,46.0
2024-07-19 08:45:24+00:00,251.0,103.0,73.0,75.0
2024-07-19 08:45:25+00:00,225.0,99.0,72.0,54.0
2024-07-19 08:45:26+00:00,236.0,105.0,73.0,58.0
2024-07-19 08:45:27+00:00,228.0,105.0,72.0,51.0
2024-07-19 08:45:28+00:00,235.0,110.0,75.0,50.0
2024-07-19 08:45:29+00:00,225.0,105.0,74.0,46.0
2024-07-19 08:45:30+00:00,224.0,105.0,72.0,47.0
2024-07-19 08:45:31+00:00,237.0,110.0,72.0,55.0
2024-07-19 08:45:32+00:00,236.0,111.0,72.0,53.0
2024-07-19 08:45:33+00:00,241.0,102.0,74.0,65.0
2024-07-19 08:45:34+00:00,232.0,98.0,72.0,62.0
2024-07-19 08:45:35+00:00,225.0,104.0,71.0,50.0
2024-07-19 08:45:36+00:00,230.0,101.0,73.0,56.0
2024-07-19 08:45:37+00:00,239.0,107.0,73.0,59.0
2024-07-19 08:45:38+00:00,228.0,103.0,73.0,52.0
2024-07-19 08:45:39+00:00,218.0,101.0,72.0,45.0
2024-07-19 08:45:40+00:00,245.0,101.0,73.0,71.0
2024-07-19 08:45:41+00:00,234.0,109.0,72.0,53.0
2024-07-19 08:45:42+00:00,236.0,117.0,71.0,48.0
2024-07-19 08:45:43+00:00,226.0,105.0,73.0,48.0
2024-07-19 08:45:44+00:00,221.0,103.0,72.0,46.0
2024-07-19 08:45:45+00:00,242.0,103.0,72.0,67.0
2024-07-19 08:45:46+00:00,239.0,103.0,73.0,63.0
2024-07-19 08:45:47+00:00,223.0,101.0,74.0,48.0
2024-07-19 08:45:48+00:00,237.0,104.0,72.0,61.0
2024-07-19 08:45:49+00:00,226.0,107.0,71.0,48.0
