datetime,aggregate,tv,fridge,washing_machine
2024-07-21 17:24:32+00:00,180.0,60.0,72.0,48.0
2024-07-21 17:24:33+00:00,160.0,37.0,72.0,51.0
2024-07-21 17:24:34+00:00,162.0,42.0,70.0,50.0
2024-07-21 17:24:35+00:00,158.0,35.0,71.0,52.0
2024-07-21 17:24:36+00:00,177.0,43.0,72.0,62.0
2024-07-21 17:24:37+00:00,167.0,35.0,72.0,60.0
2024-07-21 17:24:38+00:00,152.0,35.0,71.0,46.0
2024-07-21 17:24:39+00:00,160.0,35.0,71.0,54.0
2024-07-21 17:24:40+00:00,158.0,41.0,70.0,47.0
2024-07-21 17:24:41+00:00,168.0,39.0,71.0,58.0
2024-07-21 17:24:42+00:00,175.0,34.0,71.0,70.0
2024-07-21 17:24:43+00:00,203.0,36.0,71.0,96.0
2024-07-21 17:24:44+00:00,164.0,39.0,71.0,54.0
2024-07-21 17:24:45+00:00,161.0,38.0,70.0,53.0
2024-07-21 17:24:46+00:00,189.0,68.0,71.0,50.0
2024-07-21 17:24:47+00:00,159.0,35.0,72.0,52.0
2024-07-21 17:24:48+00:00,158.0,36.0,70.0,52.0
2024-07-21 17:24:49+00:00,160.0,36.0,72.0,52.0
2024-07-21 17:24:50+00:00,170.0,35.0,71.0,64.0
2024-07-21 17:24:51+00:00,183.0,40.0,71.0,72.0
2024-07-21 17:24:52+00:00,167.0,43.0,73.0,51.0
2024-07-21 17:24:53+00:00,156.0,37.0,71.0,48.0
2024-07-21 17:24:54+00:00,175.0,44.0,71.0,60.0
2024-07-21 17:24:55+00:00,158.0,35.0,70.0,53.0
2024-07-21 17:24:56+00:00,172.0,41.0,72.0,59.0
2024-07-21 17:24:57+00:00,165.0,37.0,74.0,54.0
2024-07-21 17:24:58+00:00,157.0,38.0,70.0,49.0
2024-07-21 17:24:59+00:00,191.0,69.0,71.0,51.0
2024-07-21 17:25:00+00:00,178.0,56.0,71.0,51.0
2024-07-21 17:25:01+00:00,159.0,37.0,70.0,52.0
2024-07-21 17:25:02+00:00,155.0,35.0,72.0,48.0
2024-07-21 17:25:03+00:00,156.0,35.0,71.0,50.0
2024-07-21 17:25:04+00:00,165.0,43.0,71.0,51.0
2024-07-21 17:25:05+00:00,156.0,36.0,70.0,50.0
2024-07-21 17:25:06+00:00,160.0,40.0,71.0,49.0
2024-07-21 17:25:07+00:00,158.0,31.0,72.0,55.0
2024-07-21 17:25:08+00:00,209.0,71.0,72.0,66.0
2024-07-21 17:25:09+00:00,161.0,39.0,69.0,53.0
2024-07-21 17:25:10+00:00,163.0,38.0,70.0,55.0
2024-07-21 17:25:11+00:00,153.0,34.0,71.0,48.0
2024-07-21 17:25:12+00:00,158.0,36.0,72.0,50.0
2024-07-21 17:25:13+00:00,180.0,60.0,71.0,49.0
2024-07-21 17:25:14+00:00,185.0,40.0,71.0,74.0
2024-07-21 17:25:15+00:00,169.0,39.0,70.0,60.0
2024-07-21 17:25:16+00:00,156.0,34.0,69.0,53.0
2024-07-21 17:25:17+00:00,157.0,40.0,71.0,46.0
2024-07-21 17:25:18+00:00,155.0,34.0,71.0,50.0
2024-07-21 17:25:19+00:00,160.0,38.0,72.0,50.0
2024-07-21 17:25:20+00:00,157.0,33.0,70.0,54.0
2024-07-21 17:25:21+00:00,176.0,43.0,71.0,62.0
2024-07-21 17:25:22+00:00,166.0,46.0,69.0,51.0
2024-07-21 17:25:23+00:00,195.0,61.0,70.0,64.0
2024-07-21 17:25:24+00:00,166.0,33.0,71.0,62.0
2024-07-21 17:25:25+00:00,155.0,36.0,70.0,49.0
2024-07-21 17:25:26+00:00,160.0,44.0,69.0,47.0
2024-07-21 17:25:27+00:00,158.0,36.0,71.0,51.0
2024-07-21 17:25:28+00:00,152.0,33.0,71.0,48.0
