datetime,aggregate,tv,fridge,washing_machine
2024-07-24 02:55:15+00:00,47.0,31.0,16.0,0.0
2024-07-24 02:55:16+00:00,51.0,36.0,15.0,0.0
2024-07-24 02:55:17+00:00,52.0,33.0,19.0,0.0
2024-07-24 02:55:18+00:00,52.0,35.0,17.0,0.0
2024-07-24 02:55:19+00:00,49.0,32.0,17.0,0.0
2024-07-24 02:55:20+00:00,65.0,49.0,16.0,0.0
2024-07-24 02:55:21+00:00,58.0,40.0,18.0,0.0
2024-07-24 02:55:22+00:00,51.0,32.0,19.0,0.0
2024-07-24 02:55:23+00:00,61.0,44.0,17.0,0.0
2024-07-24 02:55:24+00:00,64.0,46.0,18.0,0.0
2024-07-24 02:55:25+00:00,55.0,38.0,17.0,0.0
2024-07-24 02:55:26+00:00,60.0,39.0,21.0,0.0
2024-07-24 02:55:27+00:00,47.0,31.0,16.0,0.0
2024-07-24 02:55:28+00:00,47.0,32.0,15.0,0.0
2024-07-24 02:55:29+00:00,57.0,40.0,17.0,0.0
2024-07-24 02:55:30+00:00,56.0,33.0,23.0,0.0
2024-07-24 02:55:31+00:00,73.0,56.0,17.0,0.0
2024-07-24 02:55:32+00:00,58.0,44.0,14.0,0.0
2024-07-24 02:55:33+00:00,72.0,56.0,16.0,0.0
2024-07-24 02:55:34+00:00,53.0,32.0,21.0,0.0
2024-07-24 02:55:35+00:00,55.0,34.0,21.0,0.0
2024-07-24 02:55:36+00:00,52.0,36.0,16.0,0.0
2024-07-24 02:55:37+00:00,53.0,36.0,17.0,0.0
2024-07-24 02:55:38+00:00,57.0,38.0,19.0,0.0
2024-07-24 02:55:39+00:00,60.0,37.0,23.0,0.0
2024-07-24 02:55:40+00:00,48.0,31.0,17.0,0.0
2024-07-24 02:55:41+00:00,50.0,35.0,15.0,0.0
2024-07-24 02:55:42+00:00,55.0,38.0,17.0,0.0
2024-07-24 02:55:43+00:00,57.0,35.0,22.0,0.0
2024-07-24 02:55:44+00:00,51.0,35.0,16.0,0.0
2024-07-24 02:55:45+00:00,47.0,32.0,15.0,0.0
2024-07-24 02:55:46+00:00,75.0,58.0,17.0,0.0
2024-07-24 02:55:47+00:00,54.0,33.0,21.0,0.0
2024-07-24 02:55:48+00:00,48.0,32.0,16.0,0.0
2024-07-24 02:55:49+00:00,49.0,33.0,16.0,0.0
2024-07-24 02:55:50+00:00,52.0,37.0,15.0,0.0
2024-07-24 02:55:51+00:00,52.0,32.0,20.0,0.0
2024-07-24 02:55:52+00:00,52.0,32.0,20.0,0.0
2024-07-24 02:55:53+00:00,52.0,35.0,17.0,0.0
2024-07-24 02:55:54+00:00,54.0,39.0,15.0,0.0
2024-07-24 02:55:55+00:00,108.0,66.0,42.0,0.0
2024-07-24 02:55:56+00:00,58.0,36.0,22.0,0.0
2024-07-24 02:55:57+00:00,51.0,34.0,17.0,0.0
2024-07-24 02:55:58+00:00,53.0,36.0,17.0,0.0
2024-07-24 02:55:59+00:00,70.0,53.0,17.0,0.0
2024-07-24 02:56:00+00:00,51.0,32.0,19.0,0.0
2024-07-24 02:56:01+00:00,63.0,47.0,16.0,0.0
2024-07-24 02:56:02+00:00,54.0,38.0,16.0,0.0
2024-07-24 02:56:03+00:00,54.0,39.0,15.0,0.0
2024-07-24 02:56:04+00:00,55.0,36.0,19.0,0.0
2024-07-24 02:56:05+00:00,50.0,35.0,15.0,0.0
2024-07-24 02:56:06+00:00,54.0,36.0,18.0,0.0
2024-07-24 02:56:07+00:00,59.0,42.0,17.0,0.0
2024-07-24 02:56:08+00:00,53.0,34.0,19.0,0.0
2024-07-24 02:56:09+00:00,64.0,46.0,18.0,0.0
2024-07-24 02:56:10+00:00,58.0,39.0,19.0,0.0
2024-07-24 02:56:11+00:00,57.0,38.0,19.0,0.0
2024-07-24 02:56:12+00:00,54.0,34.0,20.0,0.0
2024-07-24 02:56:13+00:00,89.0,45.0,44.0,0.0
2024-07-24 02:56:14+00:00,52.0,33.0,19.0,0.0
2024-07-24 02:56:15+00:00,64.0,46.0,18.0,0.0
2024-07-24 02:56:16+00:00,58.0,41.0,17.0,0.0
2024-07-24 02:56:17+00:00,57.0,37.0,20.0,0.0
2024-07-24 02:56:18+00:00,60.0,42.0,18.0,0.0
2024-07-24 02:56:19+00:00,67.0,51.0,16.0,0.0
2024-07-24 02:56:20+00:00,48.0,35.0,13.0,0.0
2024-07-24 02:56:21+00:00,54.0,34.0,20.0,0.0
2024-07-24 02:56:22+00:00,52.0,36.0,16.0,0.0
2024-07-24 02:56:23+00:00,53.0,37.0,16.0,0.0
2024-07-24 02:56:24+00:00,67.0,35.0,32.0,0.0
2024-07-24 02:56:25+00:00,63.0,44.0,19.0,0.0
2024-07-24 02:56:26+00:00,56.0,35.0,21.0,0.0
2024-07-24 02:56:27+00:00,44.0,29.0,15.0,0.0
2024-07-24 02:56:28+00:00,50.0,35.0,15.0,0.0
2024-07-24 02:56:29+00:00,80.0,33.0,47.0,0.0
2024-07-24 02:56:30+00:00,61.0,36.0,25.0,0.0
2024-07-24 02:56:31+00:00,55.0,35.0,20.0,0.0
2024-07-24 02:56:32+00:00,59.0,43.0,16.0,0.0
2024-07-24 02:56:33+00:00,68.0,33.0,35.0,0.0
2024-07-24 02:56:34+00:00,73.0,40.0,33.0,0.0
2024-07-24 02:56:35+00:00,59.0,38.0,21.0,0.0
2024-07-24 02:56:36+00:00,60.0,45.0,15.0,0.0
2024-07-24 02:56:37+00:00,57.0,40.0,17.0,0.0
2024-07-24 02:56:38+00:00,73.0,35.0,38.0,0.0
2024-07-24 02:56:39+00:00,69.0,43.0,26.0,0.0
2024-07-24 02:56:40+00:00,54.0,34.0,20.0,0.0
2024-07-24 02:56:41+00:00,59.0,43.0,16.0,0.0
2024-07-24 02:56:42+00:00,59.0,38.0,21.0,0.0
2024-07-24 02:56:43+00:00,80.0,42.0,38.0,0.0
2024-07-24 02:56:44+00:00,58.0,39.0,19.0,0.0
2024-07-24 02:56:45+00:00,54.0,38.0,16.0,0.0
2024-07-24 02:56:46+00:00,69.0,54.0,15.0,0.0
2024-07-24 02:56:47+00:00,53.0,33.0,20.0,0.0
2024-07-24 02:56:48+00:00,56.0,41.0,15.0,0.0
2024-07-24 02:56:49+00:00,54.0,37.0,17.0,0.0
2024-07-24 02:56:50+00:00,58.0,40.0,18.0,0.0
2024-07-24 02:56:51+00:00,53.0,34.0,19.0,0.0
2024-07-24 02:56:52+00:00,77.0,42.0,35.0,0.0
2024-07-24 02:56:53+00:00,52.0,32.0,20.0,0.0
2024-07-24 02:56:54+00:00,57.0,35.0,22.0,0.0
2024-07-24 02:56:55+00:00,74.0,34.0,40.0,0.0
2024-07-24 02:56:56+00:00,58.0,37.0,21.0,0.0
2024-07-24 02:56:57+00:00,55.0,37.0,18.0,0.0
2024-07-24 02:56:58+00:00,73.0,57.0,16.0,0.0
2024-07-24 02:56:59+00:00,61.0,43.0,18.0,0.0
2024-07-24 02:57:00+00:00,52.0,32.0,20.0,0.0
2024-07-24 02:57:01+00:00,50.0,32.0,18.0,0.0
2024-07-24 02:57:02+00:00,60.0,44.0,16.0,0.0
2024-07-24 02:57:03+00:00,47.0,32.0,15.0,0.0
2024-07-24 02:57:04+00:00,65.0,48.0,17.0,0.0
2024-07-24 02:57:05+00:00,54.0,35.0,19.0,0.0
2024-07-24 02:57:06+00:00,56.0,38.0,18.0,0.0
2024-07-24 02:57:07+00:00,62.0,47.0,15.0,0.0
2024-07-24 02:57:08+00:00,52.0,32.0,20.0,0.0
2024-07-24 02:57:09+00:00,55.0,40.0,15.0,0.0
2024-07-24 02:57:10+00:00,54.0,38.0,16.0,0.0
2024-07-24 02:57:11+00:00,68.0,35.0,33.0,0.0
2024-07-24 02:57:12+00:00,48.0,30.0,18.0,0.0
2024-07-24 02:57:13+00:00,50.0,32.0,18.0,0.0
2024-07-24 02:57:14+00:00,58.0,39.0,19.0,0.0
2024-07-24 02:57:15+00:00,70.0,40.0,30.0,0.0
2024-07-24 02:57:16+00:00,57.0,39.0,18.0,0.0
2024-07-24 02:57:17+00:00,76.0,59.0,17.0,0.0
2024-07-24 02:57:18+00:00,50.0,34.0,16.0,0.0
2024-07-24 02:57:19+00:00,53.0,35.0,18.0,0.0
2024-07-24 02:57:20+00:00,54.0,39.0,15.0,0.0
2024-07-24 02:57:21+00:00,52.0,33.0,19.0,0.0
2024-07-24 02:57:22+00:00,48.0,33.0,15.0,0.0
2024-07-24 02:57:23+00:00,57.0,40.0,17.0,0.0
2024-07-24 02:57:24+00:00,63.0,46.0,17.0,0.0
2024-07-24 02:57:25+00:00,52.0,31.0,21.0,0.0
2024-07-24 02:57:26+00:00,48.0,32.0,16.0,0.0
2024-07-24 02:57:27+00:00,51.0,35.0,16.0,0.0
2024-07-24 02:57:28+00:00,49.0,33.0,16.0,0.0
2024-07-24 02:57:29+00:00,74.0,50.0,24.0,0.0
2024-07-24 02:57:30+00:00,56.0,39.0,17.0,0.0
2024-07-24 02:57:31+00:00,51.0,36.0,15.0,0.0
2024-07-24 02:57:32+00:00,55.0,38.0,17.0,0.0
2024-07-24 02:57:33+00:00,51.0,34.0,17.0,0.0
2024-07-24 02:57:34+00:00,53.0,34.0,19.0,0.0
2024-07-24 02:57:35+00:00,73.0,59.0,14.0,0.0
2024-07-24 02:57:36+00:00,56.0,37.0,19.0,0.0
2024-07-24 02:57:37+00:00,50.0,33.0,17.0,0.0
2024-07-24 02:57:38+00:00,52.0,33.0,19.0,0.0
2024-07-24 02:57:39+00:00,53.0,38.0,15.0,0.0
2024-07-24 02:57:40+00:00,56.0,39.0,17.0,0.0
2024-07-24 02:57:41+00:00,56.0,38.0,18.0,0.0
2024-07-24 02:57:42+00:00,53.0,33.0,20.0,0.0
2024-07-24 02:57:43+00:00,51.0,37.0,14.0,0.0
2024-07-24 02:57:44+00:00,71.0,57.0,14.0,0.0
2024-07-24 02:57:45+00:00,51.0,32.0,19.0,0.0
2024-07-24 02:57:46+00:00,57.0,36.0,21.0,0.0
2024-07-24 02:57:47+00:00,57.0,35.0,22.0,0.0
2024-07-24 02:57:48+00:00,66.0,50.0,16.0,0.0
