datetime,aggregate,tv,fridge,washing_machine
2024-07-19 02:30:33+00:00,161.0,44.0,43.0,74.0
2024-07-19 02:30:34+00:00,127.0,38.0,44.0,45.0
2024-07-19 02:30:35+00:00,144.0,43.0,45.0,56.0
2024-07-19 02:30:36+00:00,147.0,39.0,45.0,63.0
2024-07-19 02:30:37+00:00,137.0,44.0,46.0,47.0
2024-07-19 02:30:38+00:00,142.0,42.0,47.0,53.0
2024-07-19 02:30:39+00:00,167.0,53.0,45.0,69.0
2024-07-19 02:30:40+00:00,137.0,39.0,50.0,48.0
2024-07-19 02:30:41+00:00,139.0,39.0,52.0,48.0
2024-07-19 02:30:42+00:00,151.0,41.0,57.0,53.0
2024-07-19 02:30:43+00:00,153.0,44.0,62.0,47.0
2024-07-19 02:30:44+00:00,157.0,41.0,66.0,50.0
2024-07-19 02:30:45+00:00,190.0,74.0,69.0,47.0
2024-07-19 02:30:46+00:00,159.0,40.0,69.0,50.0
2024-07-19 02:30:47+00:00,165.0,39.0,70.0,56.0
2024-07-19 02:30:48+00:00,167.0,41.0,69.0,57.0
2024-07-19 02:30:49+00:00,160.0,39.0,69.0,52.0
2024-07-19 02:30:50+00:00,169.0,38.0,69.0,62.0
2024-07-19 02:30:51+00:00,157.0,38.0,67.0,52.0
2024-07-19 02:30:52+00:00,170.0,43.0,68.0,59.0
2024-07-19 02:30:53+00:00,156.0,37.0,69.0,50.0
2024-07-19 02:30:54+00:00,160.0,38.0,69.0,53.0
2024-07-19 02:30:55+00:00,157.0,41.0,68.0,48.0
2024-07-19 02:30:56+00:00,172.0,42.0,69.0,61.0
2024-07-19 02:30:57+00:00,158.0,41.0,69.0,48.0
2024-07-19 02:30:58+00:00,168.0,47.0,67.0,54.0
2024-07-19 02:30:59+00:00,156.0,39.0,67.0,50.0
2024-07-19 02:31:00+00:00,170.0,49.0,67.0,54.0
2024-07-19 02:31:01+00:00,150.0,34.0,66.0,50.0
2024-07-19 02:31:02+00:00,161.0,40.0,66.0,55.0
2024-07-19 02:31:03+00:00,153.0,38.0,65.0,50.0
2024-07-19 02:31:04+00:00,183.0,42.0,66.0,75.0
2024-07-19 02:31:05+00:00,152.0,38.0,65.0,49.0
2024-07-19 02:31:06+00:00,162.0,45.0,65.0,52.0
2024-07-19 02:31:07+00:00,164.0,40.0,65.0,59.0
2024-07-19 02:31:08+00:00,167.0,39.0,65.0,63.0
2024-07-19 02:31:09+00:00,176.0,64.0,65.0,47.0
2024-07-19 02:31:10+00:00,179.0,44.0,63.0,72.0
2024-07-19 02:31:11+00:00,195.0,69.0,62.0,64.0
2024-07-19 02:31:12+00:00,163.0,48.0,64.0,51.0
2024-07-19 02:31:13+00:00,181.0,60.0,62.0,59.0
2024-07-19 02:31:14+00:00,149.0,37.0,62.0,50.0
2024-07-19 02:31:15+00:00,160.0,43.0,61.0,56.0
2024-07-19 02:31:16+00:00,155.0,35.0,61.0,59.0
2024-07-19 02:31:17+00:00,159.0,48.0,60.0,51.0
2024-07-19 02:31:18+00:00,144.0,36.0,61.0,47.0
2024-07-19 02:31:19+00:00,160.0,40.0,61.0,59.0
2024-07-19 02:31:20+00:00,151.0,43.0,60.0,48.0
2024-07-19 02:31:21+00:00,146.0,39.0,59.0,48.0
2024-07-19 02:31:22+00:00,164.0,35.0,59.0,70.0
2024-07-19 02:31:23+00:00,155.0,48.0,60.0,47.0
2024-07-19 02:31:24+00:00,149.0,39.0,60.0,50.0
2024-07-19 02:31:25+00:00,147.0,40.0,60.0,47.0
2024-07-19 02:31:25+00:00,149.0,40.0,60.0,49.0
2024-07-19 02:31:26+00:00,177.0,52.0,59.0,66.0
