datetime,aggregate,tv,fridge,washing_machine
2024-07-22 18:25:12+00:00,164.0,42.0,70.0,52.0
2024-07-22 18:25:13+00:00,155.0,38.0,68.0,49.0
2024-07-22 18:25:14+00:00,165.0,39.0,68.0,58.0
2024-07-22 18:25:15+00:00,164.0,44.0,70.0,50.0
2024-07-22 18:25:16+00:00,172.0,47.0,69.0,56.0
2024-07-22 18:25:17+00:00,178.0,61.0,69.0,48.0
2024-07-22 18:25:18+00:00,165.0,37.0,70.0,58.0
2024-07-22 18:25:19+00:00,156.0,39.0,69.0,48.0
2024-07-22 18:25:20+00:00,164.0,44.0,70.0,50.0
2024-07-22 18:25:21+00:00,155.0,37.0,70.0,48.0
2024-07-22 18:25:22+00:00,159.0,40.0,69.0,50.0
2024-07-22 18:25:23+00:00,161.0,43.0,70.0,48.0
2024-07-22 18:25:24+00:00,161.0,39.0,71.0,51.0
2024-07-22 18:25:25+00:00,163.0,45.0,68.0,50.0
2024-07-22 18:25:26+00:00,183.0,42.0,70.0,71.0
2024-07-22 18:25:27+00:00,171.0,43.0,68.0,60.0
2024-07-22 18:25:28+00:00,158.0,36.0,70.0,52.0
2024-07-22 18:25:29+00:00,154.0,36.0,69.0,49.0
2024-07-22 18:25:30+00:00,170.0,43.0,69.0,58.0
2024-07-22 18:25:31+00:00,166.0,38.0,68.0,60.0
2024-07-22 18:25:32+00:00,158.0,40.0,69.0,49.0
2024-07-22 18:25:33+00:00,159.0,38.0,71.0,50.0
2024-07-22 18:25:34+00:00,200.0,38.0,69.0,93.0
2024-07-22 18:25:35+00:00,158.0,38.0,68.0,52.0
2024-07-22 18:25:36+00:00,160.0,42.0,69.0,49.0
2024-07-22 18:25:37+00:00,154.0,37.0,68.0,49.0
2024-07-22 18:25:38+00:00,157.0,39.0,70.0,48.0
2024-07-22 18:25:39+00:00,169.0,38.0,69.0,62.0
2024-07-22 18:25:40+00:00,166.0,44.0,70.0,52.0
2024-07-22 18:25:41+00:00,160.0,42.0,69.0,49.0
2024-07-22 18:25:42+00:00,158.0,39.0,71.0,48.0
2024-07-22 18:25:43+00:00,170.0,42.0,69.0,59.0
2024-07-22 18:25:44+00:00,183.0,51.0,69.0,63.0
2024-07-22 18:25:45+00:00,154.0,36.0,70.0,48.0
2024-07-22 18:25:46+00:00,155.0,37.0,69.0,49.0
