datetime,aggregate,tv,fridge,washing_machine
2024-07-18 20:59:32+00:00,113.0,39.0,21.0,53.0
2024-07-18 20:59:33+00:00,107.0,37.0,22.0,48.0
2024-07-18 20:59:34+00:00,115.0,38.0,22.0,55.0
2024-07-18 20:59:35+00:00,114.0,43.0,22.0,49.0
2024-07-18 20:59:36+00:00,128.0,36.0,21.0,71.0
2024-07-18 20:59:37+00:00,128.0,40.0,21.0,67.0
2024-07-18 20:59:38+00:00,115.0,40.0,22.0,53.0
2024-07-18 20:59:39+00:00,157.0,87.0,23.0,47.0
2024-07-18 20:59:40+00:00,109.0,41.0,21.0,47.0
2024-07-18 20:59:41+00:00,112.0,38.0,22.0,52.0
2024-07-18 20:59:42+00:00,118.0,47.0,22.0,49.0
2024-07-18 20:59:43+00:00,122.0,52.0,22.0,48.0
2024-07-18 20:59:44+00:00,112.0,43.0,22.0,47.0
2024-07-18 20:59:45+00:00,142.0,66.0,21.0,55.0
2024-07-18 20:59:46+00:00,110.0,41.0,22.0,47.0
2024-07-18 20:59:47+00:00,112.0,43.0,21.0,48.0
2024-07-18 20:59:48+00:00,121.0,44.0,21.0,56.0
2024-07-18 20:59:49+00:00,108.0,39.0,21.0,48.0
2024-07-18 20:59:50+00:00,108.0,39.0,21.0,48.0
2024-07-18 20:59:51+00:00,110.0,41.0,21.0,48.0
2024-07-18 20:59:52+00:00,111.0,41.0,21.0,49.0
2024-07-18 20:59:53+00:00,113.0,37.0,21.0,55.0
2024-07-18 20:59:54+00:00,121.0,41.0,22.0,58.0
2024-07-18 20:59:55+00:00,136.0,56.0,21.0,59.0
2024-07-18 20:59:56+00:00,110.0,41.0,22.0,47.0
2024-07-18 20:59:57+00:00,111.0,40.0,22.0,49.0
2024-07-18 20:59:58+00:00,109.0,42.0,21.0,46.0
2024-07-18 20:59:59+00:00,146.0,55.0,22.0,69.0
2024-07-18 21:00:00+00:00,111.0,44.0,21.0,46.0
2024-07-18 21:00:01+00:00,118.0,40.0,21.0,57.0
2024-07-18 21:00:02+00:00,103.0,38.0,21.0,44.0
2024-07-18 21:00:03+00:00,108.0,39.0,21.0,48.0
2024-07-18 21:00:04+00:00,139.0,42.0,21.0,76.0
2024-07-18 21:00:05+00:00,121.0,39.0,22.0,60.0
2024-07-18 21:00:06+00:00,110.0,40.0,22.0,48.0
2024-07-18 21:00:07+00:00,110.0,38.0,23.0,49.0
2024-07-18 21:00:08+00:00,209.0,57.0,103.0,49.0
2024-07-18 21:00:09+00:00,173.0,43.0,63.0,67.0
2024-07-18 21:00:10+00:00,117.0,42.0,24.0,51.0
2024-07-18 21:00:11+00:00,138.0,46.0,33.0,59.0
2024-07-18 21:00:12+00:00,140.0,45.0,38.0,57.0
2024-07-18 21:00:13+00:00,135.0,45.0,40.0,50.0
2024-07-18 21:00:14+00:00,137.0,48.0,42.0,47.0
2024-07-18 21:00:15+00:00,142.0,47.0,44.0,51.0
2024-07-18 21:00:16+00:00,131.0,37.0,45.0,49.0
2024-07-18 21:00:17+00:00,144.0,46.0,45.0,53.0
2024-07-18 21:00:18+00:00,133.0,40.0,45.0,48.0
2024-07-18 21:00:19+00:00,186.0,71.0,45.0,70.0
2024-07-18 21:00:20+00:00,143.0,46.0,45.0,52.0
2024-07-18 21:00:21+00:00,149.0,43.0,48.0,58.0
2024-07-18 21:00:22+00:00,140.0,42.0,50.0,48.0
2024-07-18 21:00:23+00:00,149.0,39.0,56.0,54.0
2024-07-18 21:00:24+00:00,153.0,43.0,59.0,51.0
2024-07-18 21:00:25+00:00,159.0,46.0,66.0,47.0
2024-07-18 21:00:26+00:00,152.0,35.0,69.0,48.0
2024-07-18 21:00:27+00:00,166.0,42.0,69.0,55.0
2024-07-18 21:00:28+00:00,166.0,48.0,70.0,48.0
2024-07-18 21:00:29+00:00,155.0,41.0,70.0,44.0
2024-07-18 21:00:30+00:00,157.0,40.0,69.0,48.0
2024-07-18 21:00:31+00:00,156.0,37.0,69.0,50.0
2024-07-18 21:00:32+00:00,156.0,40.0,69.0,47.0
2024-07-18 21:00:33+00:00,158.0,41.0,69.0,48.0
2024-07-18 21:00:34+00:00,177.0,41.0,70.0,66.0
2024-07-18 21:00:35+00:00,158.0,38.0,70.0,50.0
2024-07-18 21:00:36+00:00,152.0,38.0,67.0,47.0
2024-07-18 21:00:37+00:00,155.0,39.0,69.0,47.0
2024-07-18 21:00:38+00:00,159.0,40.0,68.0,51.0
2024-07-18 21:00:39+00:00,201.0,65.0,70.0,66.0
2024-07-18 21:00:40+00:00,164.0,41.0,69.0,54.0
2024-07-18 21:00:41+00:00,162.0,43.0,69.0,50.0
2024-07-18 21:00:42+00:00,194.0,40.0,68.0,86.0
2024-07-18 21:00:43+00:00,154.0,37.0,67.0,50.0
2024-07-18 21:00:44+00:00,153.0,38.0,67.0,48.0
2024-07-18 21:00:45+00:00,164.0,40.0,67.0,57.0
2024-07-18 21:00:46+00:00,156.0,45.0,66.0,45.0
2024-07-18 21:00:47+00:00,159.0,46.0,66.0,47.0
2024-07-18 21:00:48+00:00,185.0,58.0,66.0,61.0
2024-07-18 21:00:49+00:00,155.0,42.0,65.0,48.0
