datetime,aggregate,tv,fridge,washing_machine
2024-07-24 05:02:08+00:00,98.0,35.0,63.0,0.0
2024-07-24 05:02:09+00:00,98.0,30.0,68.0,0.0
2024-07-24 05:02:10+00:00,105.0,38.0,67.0,0.0
2024-07-24 05:02:11+00:00,97.0,33.0,64.0,0.0
2024-07-24 05:02:12+00:00,100.0,32.0,68.0,0.0
2024-07-24 05:02:13+00:00,109.0,46.0,63.0,0.0
2024-07-24 05:02:14+00:00,118.0,47.0,71.0,0.0
2024-07-24 05:02:15+00:00,100.0,31.0,69.0,0.0
2024-07-24 05:02:16+00:00,105.0,41.0,64.0,0.0
2024-07-24 05:02:17+00:00,98.0,29.0,69.0,0.0
2024-07-24 05:02:18+00:00,108.0,40.0,68.0,0.0
2024-07-24 05:02:19+00:00,97.0,32.0,65.0,0.0
2024-07-24 05:02:20+00:00,107.0,37.0,70.0,0.0
2024-07-24 05:02:21+00:00,120.0,54.0,66.0,0.0
2024-07-24 05:02:22+00:00,123.0,58.0,65.0,0.0
2024-07-24 05:02:23+00:00,105.0,35.0,70.0,0.0
2024-07-24 05:02:24+00:00,123.0,56.0,67.0,0.0
2024-07-24 05:02:25+00:00,103.0,37.0,66.0,0.0
2024-07-24 05:02:26+00:00,103.0,34.0,69.0,0.0
2024-07-24 05:02:27+00:00,107.0,42.0,65.0,0.0
2024-07-24 05:02:28+00:00,132.0,68.0,64.0,0.0
2024-07-24 05:02:29+00:00,103.0,34.0,69.0,0.0
2024-07-24 05:02:30+00:00,121.0,52.0,69.0,0.0
2024-07-24 05:02:31+00:00,105.0,39.0,66.0,0.0
2024-07-24 05:02:32+00:00,124.0,60.0,64.0,0.0
2024-07-24 05:02:33+00:00,98.0,30.0,68.0,0.0
2024-07-24 05:02:34+00:00,102.0,36.0,66.0,0.0
2024-07-24 05:02:35+00:00,130.0,64.0,66.0,0.0
2024-07-24 05:02:36+00:00,102.0,35.0,67.0,0.0
2024-07-24 05:02:37+00:00,100.0,34.0,66.0,0.0
2024-07-24 05:02:38+00:00,101.0,36.0,65.0,0.0
2024-07-24 05:02:39+00:00,103.0,36.0,67.0,0.0
2024-07-24 05:02:41+00:00,101.0,34.0,67.0,0.0
2024-07-24 05:02:42+00:00,100.0,33.0,67.0,0.0
2024-07-24 05:02:43+00:00,107.0,35.0,72.0,0.0
2024-07-24 05:02:44+00:00,112.0,41.0,71.0,0.0
2024-07-24 05:02:45+00:00,99.0,34.0,65.0,0.0
2024-07-24 05:02:46+00:00,100.0,33.0,67.0,0.0
2024-07-24 05:02:47+00:00,108.0,37.0,71.0,0.0
2024-07-24 05:02:48+00:00,103.0,35.0,68.0,0.0
2024-07-24 05:02:49+00:00,101.0,33.0,68.0,0.0
2024-07-24 05:02:50+00:00,126.0,56.0,70.0,0.0
2024-07-24 05:02:51+00:00,107.0,37.0,70.0,0.0
2024-07-24 05:02:52+00:00,116.0,50.0,66.0,0.0
2024-07-24 05:02:53+00:00,104.0,39.0,65.0,0.0
2024-07-24 05:02:54+00:00,103.0,35.0,68.0,0.0
2024-07-24 05:02:55+00:00,103.0,37.0,66.0,0.0
2024-07-24 05:02:56+00:00,105.0,39.0,66.0,0.0
2024-07-24 05:02:57+00:00,101.0,36.0,65.0,0.0
2024-07-24 05:02:58+00:00,125.0,56.0,69.0,0.0
2024-07-24 05:02:59+00:00,101.0,33.0,68.0,0.0
2024-07-24 05:03:00+00:00,97.0,32.0,65.0,0.0
2024-07-24 05:03:01+00:00,101.0,36.0,65.0,0.0
2024-07-24 05:03:02+00:00,110.0,42.0,68.0,0.0
2024-07-24 05:03:03+00:00,112.0,46.0,66.0,0.0
2024-07-24 05:03:04+00:00,99.0,36.0,63.0,0.0
2024-07-24 05:03:05+00:00,116.0,49.0,67.0,0.0
2024-07-24 05:03:06+00:00,105.0,35.0,70.0,0.0
2024-07-24 05:03:07+00:00,107.0,42.0,65.0,0.0
2024-07-24 05:03:08+00:00,118.0,50.0,68.0,0.0
2024-07-24 05:03:09+00:00,129.0,61.0,68.0,0.0
2024-07-24 05:03:10+00:00,103.0,37.0,66.0,0.0
2024-07-24 05:03:11+00:00,101.0,34.0,67.0,0.0
2024-07-24 05:03:12+00:00,116.0,47.0,69.0,0.0
2024-07-24 05:03:13+00:00,106.0,40.0,66.0,0.0
2024-07-24 05:03:14+00:00,106.0,39.0,67.0,0.0
2024-07-24 05:03:15+00:00,104.0,34.0,70.0,0.0
2024-07-24 05:03:16+00:00,99.0,32.0,67.0,0.0
2024-07-24 05:03:17+00:00,101.0,34.0,67.0,0.0
2024-07-24 05:03:18+00:00,121.0,52.0,69.0,0.0
2024-07-24 05:03:19+00:00,101.0,33.0,68.0,0.0
2024-07-24 05:03:20+00:00,106.0,40.0,66.0,0.0
2024-07-24 05:03:21+00:00,100.0,30.0,70.0,0.0
2024-07-24 05:03:22+00:00,112.0,46.0,66.0,0.0
2024-07-24 05:03:23+00:00,120.0,52.0,68.0,0.0
2024-07-24 05:03:24+00:00,99.0,30.0,69.0,0.0
2024-07-24 05:03:25+00:00,97.0,28.0,69.0,0.0
2024-07-24 05:03:26+00:00,99.0,33.0,66.0,0.0
2024-07-24 05:03:27+00:00,112.0,46.0,66.0,0.0
2024-07-24 05:03:28+00:00,102.0,34.0,68.0,0.0
2024-07-24 05:03:29+00:00,112.0,43.0,69.0,0.0
2024-07-24 05:03:30+00:00,117.0,51.0,66.0,0.0
2024-07-24 05:03:31+00:00,106.0,39.0,67.0,0.0
2024-07-24 05:03:32+00:00,100.0,31.0,69.0,0.0
2024-07-24 05:03:33+00:00,101.0,31.0,70.0,0.0
2024-07-24 05:03:34+00:00,100.0,35.0,65.0,0.0
2024-07-24 05:03:35+00:00,121.0,56.0,65.0,0.0
2024-07-24 05:03:36+00:00,103.0,35.0,68.0,0.0
2024-07-24 05:03:37+00:00,100.0,32.0,68.0,0.0
2024-07-24 05:03:38+00:00,126.0,63.0,63.0,0.0
2024-07-24 05:03:39+00:00,105.0,39.0,66.0,0.0
2024-07-24 05:03:40+00:00,107.0,38.0,69.0,0.0
2024-07-24 05:03:40+00:00,104.0,35.0,69.0,0.0
2024-07-24 05:03:41+00:00,108.0,40.0,68.0,0.0
2024-07-24 05:03:42+00:00,98.0,32.0,66.0,0.0
2024-07-24 05:03:43+00:00,107.0,39.0,68.0,0.0
2024-07-24 05:03:44+00:00,119.0,52.0,67.0,0.0
2024-07-24 05:03:45+00:00,96.0,32.0,64.0,0.0
2024-07-24 05:03:46+00:00,112.0,42.0,70.0,0.0
2024-07-24 05:03:47+00:00,117.0,52.0,65.0,0.0
2024-07-24 05:03:48+00:00,107.0,43.0,64.0,0.0
2024-07-24 05:03:49+00:00,107.0,38.0,69.0,0.0
2024-07-24 05:03:50+00:00,100.0,33.0,67.0,0.0
2024-07-24 05:03:51+00:00,100.0,36.0,64.0,0.0
2024-07-24 05:03:52+00:00,102.0,34.0,68.0,0.0
2024-07-24 05:03:53+00:00,100.0,34.0,66.0,0.0
2024-07-24 05:03:54+00:00,107.0,42.0,65.0,0.0
2024-07-24 05:03:55+00:00,107.0,41.0,66.0,0.0
2024-07-24 05:03:56+00:00,100.0,34.0,66.0,0.0
2024-07-24 05:03:57+00:00,97.0,32.0,65.0,0.0
2024-07-24 05:03:58+00:00,104.0,33.0,71.0,0.0
2024-07-24 05:03:59+00:00,101.0,34.0,67.0,0.0
2024-07-24 05:04:00+00:00,105.0,40.0,65.0,0.0
2024-07-24 05:04:01+00:00,99.0,32.0,67.0,0.0
2024-07-24 05:04:02+00:00,105.0,32.0,73.0,0.0
2024-07-24 05:04:03+00:00,101.0,33.0,68.0,0.0
2024-07-24 05:04:04+00:00,108.0,43.0,65.0,0.0
2024-07-24 05:04:05+00:00,125.0,57.0,68.0,0.0
2024-07-24 05:04:06+00:00,127.0,63.0,64.0,0.0
2024-07-24 05:04:07+00:00,102.0,37.0,65.0,0.0
2024-07-24 05:04:08+00:00,104.0,37.0,67.0,0.0
2024-07-24 05:04:09+00:00,102.0,35.0,67.0,0.0
2024-07-24 05:04:10+00:00,119.0,52.0,67.0,0.0
2024-07-24 05:04:11+00:00,140.0,74.0,66.0,0.0
2024-07-24 05:04:12+00:00,110.0,42.0,68.0,0.0
2024-07-24 05:04:13+00:00,134.0,68.0,66.0,0.0
2024-07-24 05:04:14+00:00,98.0,34.0,64.0,0.0
2024-07-24 05:04:15+00:00,106.0,34.0,72.0,0.0
2024-07-24 05:04:16+00:00,106.0,36.0,70.0,0.0
2024-07-24 05:04:17+00:00,103.0,38.0,65.0,0.0
