datetime,aggregate,tv,fridge,washing_machine
2024-07-21 08:30:00+00:00,214.0,101.0,69.0,44.0
2024-07-21 08:30:01+00:00,230.0,103.0,68.0,59.0
2024-07-21 08:30:02+00:00,218.0,102.0,68.0,48.0
2024-07-21 08:30:03+00:00,257.0,118.0,70.0,69.0
2024-07-21 08:30:04+00:00,251.0,111.0,68.0,72.0
2024-07-21 08:30:05+00:00,216.0,98.0,68.0,50.0
2024-07-21 08:30:06+00:00,244.0,99.0,67.0,78.0
2024-07-21 08:30:07+00:00,227.0,111.0,69.0,47.0
2024-07-21 08:30:08+00:00,228.0,109.0,69.0,50.0
2024-07-21 08:30:09+00:00,226.0,102.0,68.0,56.0
2024-07-21 08:30:10+00:00,231.0,105.0,68.0,58.0
2024-07-21 08:30:11+00:00,212.0,98.0,67.0,47.0
2024-07-21 08:30:12+00:00,233.0,104.0,68.0,61.0
2024-07-21 08:30:13+00:00,231.0,102.0,68.0,61.0
2024-07-21 08:30:14+00:00,239.0,105.0,68.0,66.0
2024-07-21 08:30:15+00:00,217.0,100.0,70.0,47.0
2024-07-21 08:30:16+00:00,220.0,103.0,68.0,49.0
2024-07-21 08:30:17+00:00,220.0,100.0,67.0,53.0
2024-07-21 08:30:18+00:00,217.0,100.0,68.0,49.0
2024-07-21 08:30:19+00:00,241.0,105.0,70.0,66.0
2024-07-21 08:30:20+00:00,251.0,135.0,68.0,48.0
2024-07-21 08:30:21+00:00,217.0,102.0,69.0,46.0
2024-07-21 08:30:22+00:00,232.0,109.0,67.0,56.0
2024-07-21 08:30:23+00:00,296.0,109.0,67.0,120.0
2024-07-21 08:30:24+00:00,219.0,103.0,68.0,48.0
2024-07-21 08:30:25+00:00,221.0,104.0,68.0,49.0
2024-07-21 08:30:26+00:00,261.0,104.0,68.0,89.0
2024-07-21 08:30:27+00:00,221.0,98.0,68.0,55.0
2024-07-21 08:30:28+00:00,241.0,107.0,68.0,66.0
2024-07-21 08:30:29+00:00,211.0,98.0,66.0,47.0
2024-07-21 08:30:30+00:00,215.0,98.0,68.0,49.0
2024-07-21 08:30:31+00:00,237.0,108.0,68.0,61.0
2024-07-21 08:30:32+00:00,220.0,100.0,67.0,53.0
2024-07-21 08:30:33+00:00,215.0,100.0,68.0,47.0
2024-07-21 08:30:34+00:00,225.0,107.0,69.0,49.0
2024-07-21 08:30:35+00:00,221.0,98.0,68.0,55.0
2024-07-21 08:30:36+00:00,225.0,104.0,67.0,54.0
2024-07-21 08:30:37+00:00,222.0,105.0,67.0,50.0
2024-07-21 08:30:38+00:00,227.0,99.0,68.0,60.0
2024-07-21 08:30:39+00:00,215.0,99.0,68.0,48.0
2024-07-21 08:30:40+00:00,226.0,108.0,68.0,50.0
2024-07-21 08:30:41+00:00,219.0,103.0,68.0,48.0
2024-07-21 08:30:42+00:00,270.0,103.0,69.0,98.0
2024-07-21 08:30:43+00:00,254.0,101.0,69.0,84.0
2024-07-21 08:30:44+00:00,236.0,101.0,70.0,65.0
2024-07-21 08:30:45+00:00,217.0,103.0,67.0,47.0
2024-07-21 08:30:46+00:00,236.0,102.0,70.0,64.0
2024-07-21 08:30:47+00:00,233.0,108.0,68.0,57.0
2024-07-21 08:30:48+00:00,225.0,104.0,68.0,53.0
2024-07-21 08:30:49+00:00,226.0,110.0,67.0,49.0
2024-07-21 08:30:50+00:00,214.0,100.0,67.0,47.0
2024-07-21 08:30:51+00:00,221.0,101.0,67.0,53.0
2024-07-21 08:30:52+00:00,216.0,99.0,67.0,50.0
2024-07-21 08:30:53+00:00,216.0,99.0,67.0,50.0
2024-07-21 08:30:54+00:00,242.0,107.0,69.0,66.0
2024-07-21 08:30:55+00:00,255.0,121.0,68.0,66.0
2024-07-21 08:30:56+00:00,220.0,100.0,68.0,52.0
2024-07-21 08:30:57+00:00,224.0,109.0,68.0,47.0
2024-07-21 08:30:58+00:00,225.0,102.0,67.0,56.0
2024-07-21 08:30:59+00:00,220.0,106.0,68.0,46.0
2024-07-21 08:31:00+00:00,226.0,101.0,68.0,57.0
2024-07-21 08:31:01+00:00,221.0,102.0,67.0,52.0
2024-07-21 08:31:02+00:00,229.0,102.0,66.0,61.0
2024-07-21 08:31:03+00:00,215.0,98.0,67.0,50.0
2024-07-21 08:31:04+00:00,220.0,102.0,69.0,49.0
2024-07-21 08:31:05+00:00,243.0,102.0,68.0,73.0
2024-07-21 08:31:06+00:00,219.0,103.0,67.0,49.0
2024-07-21 08:31:07+00:00,235.0,115.0,67.0,53.0
2024-07-21 08:31:08+00:00,218.0,103.0,68.0,47.0
2024-07-21 08:31:09+00:00,225.0,98.0,68.0,59.0
2024-07-21 08:31:10+00:00,219.0,95.0,69.0,55.0
2024-07-21 08:31:11+00:00,233.0,97.0,68.0,68.0
2024-07-21 08:31:12+00:00,220.0,102.0,69.0,49.0
2024-07-21 08:31:13+00:00,224.0,106.0,70.0,48.0
2024-07-21 08:31:14+00:00,217.0,100.0,70.0,47.0
2024-07-21 08:31:15+00:00,217.0,102.0,66.0,49.0
2024-07-21 08:31:16+00:00,226.0,110.0,68.0,48.0
2024-07-21 08:31:17+00:00,230.0,111.0,68.0,51.0
2024-07-21 08:31:18+00:00,230.0,106.0,69.0,55.0
2024-07-21 08:31:19+00:00,218.0,99.0,68.0,51.0
2024-07-21 08:31:20+00:00,225.0,101.0,69.0,55.0
2024-07-21 08:31:21+00:00,224.0,107.0,67.0,50.0
2024-07-21 08:31:22+00:00,229.0,106.0,69.0,54.0
2024-07-21 08:31:23+00:00,217.0,98.0,69.0,50.0
2024-07-21 08:31:24+00:00,242.0,101.0,67.0,74.0
2024-07-21 08:31:25+00:00,222.0,105.0,68.0,49.0
2024-07-21 08:31:26+00:00,227.0,110.0,68.0,49.0
2024-07-21 08:31:27+00:00,221.0,104.0,67.0,50.0
2024-07-21 08:31:28+00:00,250.0,97.0,68.0,85.0
2024-07-21 08:31:29+00:00,236.0,110.0,67.0,59.0
2024-07-21 08:31:30+00:00,228.0,110.0,69.0,49.0
2024-07-21 08:31:31+00:00,240.0,111.0,67.0,62.0
2024-07-21 08:31:32+00:00,219.0,99.0,69.0,51.0
2024-07-21 08:31:33+00:00,221.0,102.0,69.0,50.0
2024-07-21 08:31:34+00:00,238.0,111.0,72.0,55.0
2024-07-21 08:31:35+00:00,223.0,107.0,68.0,48.0
2024-07-21 08:31:36+00:00,222.0,99.0,69.0,54.0
2024-07-21 08:31:37+00:00,218.0,101.0,68.0,49.0
2024-07-21 08:31:38+00:00,227.0,107.0,67.0,53.0
2024-07-21 08:31:39+00:00,232.0,104.0,69.0,59.0
2024-07-21 08:31:40+00:00,211.0,98.0,67.0,46.0
2024-07-21 08:31:41+00:00,231.0,108.0,69.0,54.0
2024-07-21 08:31:42+00:00,223.0,100.0,68.0,55.0
2024-07-21 08:31:43+00:00,221.0,104.0,69.0,48.0
2024-07-21 08:31:44+00:00,219.0,105.0,68.0,46.0
2024-07-21 08:31:45+00:00,235.0,107.0,69.0,59.0
2024-07-21 08:31:46+00:00,245.0,104.0,67.0,74.0
2024-07-21 08:31:47+00:00,229.0,111.0,69.0,49.0
2024-07-21 08:31:48+00:00,230.0,106.0,69.0,55.0
2024-07-21 08:31:49+00:00,228.0,98.0,70.0,60.0
2024-07-21 08:31:50+00:00,246.0,110.0,70.0,66.0
2024-07-21 08:31:51+00:00,225.0,109.0,66.0,50.0
2024-07-21 08:31:52+00:00,223.0,104.0,69.0,50.0
2024-07-21 08:31:53+00:00,251.0,99.0,68.0,84.0
2024-07-21 08:31:54+00:00,228.0,109.0,68.0,51.0
2024-07-21 08:31:55+00:00,223.0,106.0,67.0,50.0
2024-07-21 08:31:56+00:00,226.0,109.0,68.0,49.0
2024-07-21 08:31:57+00:00,226.0,104.0,68.0,54.0
2024-07-21 08:31:58+00:00,224.0,102.0,68.0,54.0
2024-07-21 08:31:59+00:00,231.0,108.0,67.0,56.0
2024-07-21 08:32:00+00:00,226.0,107.0,67.0,52.0
2024-07-21 08:32:01+00:00,229.0,102.0,70.0,57.0
2024-07-21 08:32:02+00:00,220.0,102.0,68.0,50.0
2024-07-21 08:32:03+00:00,227.0,111.0,69.0,47.0
2024-07-21 08:32:04+00:00,232.0,110.0,68.0,54.0
2024-07-21 08:32:05+00:00,224.0,107.0,68.0,49.0
2024-07-21 08:32:06+00:00,224.0,105.0,68.0,51.0
2024-07-21 08:32:07+00:00,229.0,112.0,69.0,48.0
2024-07-21 08:32:08+00:00,230.0,106.0,68.0,56.0
2024-07-21 08:32:09+00:00,232.0,114.0,69.0,49.0
2024-07-21 08:32:10+00:00,239.0,112.0,68.0,59.0
2024-07-21 08:32:11+00:00,246.0,112.0,69.0,65.0
2024-07-21 08:32:12+00:00,253.0,99.0,68.0,86.0
2024-07-21 08:32:13+00:00,240.0,104.0,69.0,67.0
2024-07-21 08:32:14+00:00,223.0,105.0,69.0,49.0
2024-07-21 08:32:15+00:00,223.0,106.0,69.0,48.0
2024-07-21 08:32:16+00:00,218.0,99.0,69.0,50.0
2024-07-21 08:32:17+00:00,218.0,103.0,67.0,48.0
2024-07-21 08:32:18+00:00,248.0,108.0,67.0,73.0
2024-07-21 08:32:19+00:00,218.0,104.0,68.0,46.0
2024-07-21 08:32:20+00:00,222.0,104.0,67.0,51.0
2024-07-21 08:32:21+00:00,216.0,101.0,66.0,49.0
2024-07-21 08:32:22+00:00,223.0,104.0,68.0,51.0
2024-07-21 08:32:23+00:00,229.0,108.0,67.0,54.0
2024-07-21 08:32:24+00:00,226.0,106.0,70.0,50.0
2024-07-21 08:32:25+00:00,228.0,110.0,68.0,50.0
2024-07-21 08:32:26+00:00,214.0,101.0,66.0,47.0
2024-07-21 08:32:27+00:00,220.0,105.0,67.0,48.0
2024-07-21 08:32:28+00:00,226.0,104.0,68.0,54.0
2024-07-21 08:32:29+00:00,220.0,100.0,69.0,51.0
2024-07-21 08:32:30+00:00,217.0,105.0,67.0,45.0
2024-07-21 08:32:31+00:00,221.0,108.0,67.0,46.0
2024-07-21 08:32:32+00:00,255.0,106.0,68.0,81.0
2024-07-21 08:32:33+00:00,222.0,101.0,68.0,53.0
2024-07-21 08:32:34+00:00,214.0,102.0,67.0,45.0
2024-07-21 08:32:35+00:00,214.0,101.0,67.0,46.0
2024-07-21 08:32:36+00:00,251.0,111.0,68.0,72.0
2024-07-21 08:32:37+00:00,240.0,112.0,68.0,60.0
2024-07-21 08:32:38+00:00,233.0,103.0,68.0,62.0
2024-07-21 08:32:39+00:00,224.0,105.0,70.0,49.0
2024-07-21 08:32:40+00:00,213.0,98.0,68.0,47.0
2024-07-21 08:32:41+00:00,225.0,109.0,68.0,48.0
2024-07-21 08:32:42+00:00,237.0,109.0,69.0,59.0
2024-07-21 08:32:43+00:00,224.0,102.0,68.0,54.0
2024-07-21 08:32:44+00:00,266.0,103.0,68.0,95.0
2024-07-21 08:32:45+00:00,221.0,104.0,68.0,49.0
2024-07-21 08:32:46+00:00,224.0,107.0,69.0,48.0
2024-07-21 08:32:47+00:00,221.0,102.0,68.0,51.0
2024-07-21 08:32:48+00:00,221.0,103.0,67.0,51.0
2024-07-21 08:32:49+00:00,219.0,107.0,68.0,44.0
2024-07-21 08:32:50+00:00,225.0,101.0,69.0,55.0
2024-07-21 08:32:51+00:00,239.0,115.0,68.0,56.0
2024-07-21 08:32:52+00:00,222.0,105.0,70.0,47.0
2024-07-21 08:32:53+00:00,232.0,103.0,67.0,62.0
2024-07-21 08:32:54+00:00,223.0,98.0,68.0,57.0
2024-07-21 08:32:55+00:00,270.0,105.0,70.0,95.0
2024-07-21 08:32:56+00:00,221.0,106.0,68.0,47.0
2024-07-21 08:32:57+00:00,225.0,98.0,66.0,61.0
2024-07-21 08:32:58+00:00,223.0,103.0,67.0,53.0
2024-07-21 08:32:59+00:00,214.0,99.0,69.0,46.0
2024-07-21 08:33:00+00:00,215.0,100.0,68.0,47.0
2024-07-21 08:33:01+00:00,219.0,103.0,68.0,48.0
2024-07-21 08:33:02+00:00,227.0,105.0,69.0,53.0
2024-07-21 08:33:03+00:00,226.0,100.0,69.0,57.0
2024-07-21 08:33:04+00:00,219.0,98.0,69.0,52.0
2024-07-21 08:33:05+00:00,223.0,107.0,68.0,48.0
2024-07-21 08:33:06+00:00,216.0,101.0,69.0,46.0
2024-07-21 08:33:07+00:00,226.0,103.0,69.0,54.0
2024-07-21 08:33:08+00:00,219.0,100.0,67.0,52.0
2024-07-21 08:33:09+00:00,222.0,105.0,68.0,49.0
2024-07-21 08:33:10+00:00,219.0,99.0,67.0,53.0
2024-07-21 08:33:11+00:00,225.0,99.0,69.0,57.0
2024-07-21 08:33:12+00:00,220.0,100.0,70.0,50.0
2024-07-21 08:33:13+00:00,222.0,101.0,69.0,52.0
2024-07-21 08:33:14+00:00,222.0,102.0,68.0,52.0
2024-07-21 08:33:15+00:00,232.0,109.0,69.0,54.0
2024-07-21 08:33:16+00:00,252.0,103.0,69.0,80.0
2024-07-21 08:33:17+00:00,219.0,102.0,67.0,50.0
2024-07-21 08:33:18+00:00,219.0,102.0,67.0,50.0
2024-07-21 08:33:19+00:00,219.0,101.0,68.0,50.0
2024-07-21 08:33:20+00:00,227.0,101.0,67.0,59.0
2024-07-21 08:33:21+00:00,232.0,108.0,68.0,56.0
2024-07-21 08:33:22+00:00,217.0,102.0,69.0,46.0
2024-07-21 08:33:23+00:00,219.0,99.0,70.0,50.0
2024-07-21 08:33:24+00:00,222.0,101.0,70.0,51.0
2024-07-21 08:33:25+00:00,232.0,108.0,70.0,54.0
2024-07-21 08:33:26+00:00,220.0,107.0,68.0,45.0
2024-07-21 08:33:27+00:00,227.0,112.0,68.0,47.0
2024-07-21 08:33:28+00:00,223.0,101.0,67.0,55.0
2024-07-21 08:33:29+00:00,222.0,103.0,68.0,51.0
2024-07-21 08:33:30+00:00,221.0,105.0,69.0,47.0
2024-07-21 08:33:31+00:00,219.0,102.0,68.0,49.0
2024-07-21 08:33:32+00:00,229.0,102.0,68.0,59.0
2024-07-21 08:33:33+00:00,214.0,99.0,68.0,47.0
2024-07-21 08:33:34+00:00,222.0,106.0,69.0,47.0
2024-07-21 08:33:35+00:00,216.0,99.0,68.0,49.0
2024-07-21 08:33:36+00:00,227.0,106.0,69.0,52.0
2024-07-21 08:33:37+00:00,228.0,101.0,68.0,59.0
2024-07-21 08:33:38+00:00,224.0,108.0,69.0,47.0
2024-07-21 08:33:39+00:00,233.0,116.0,69.0,48.0
2024-07-21 08:33:40+00:00,239.0,107.0,68.0,64.0
2024-07-21 08:33:41+00:00,222.0,101.0,68.0,53.0
2024-07-21 08:33:42+00:00,220.0,104.0,68.0,48.0
2024-07-21 08:33:43+00:00,218.0,106.0,66.0,46.0
2024-07-21 08:33:44+00:00,221.0,104.0,68.0,49.0
2024-07-21 08:33:45+00:00,220.0,101.0,67.0,52.0
2024-07-21 08:33:46+00:00,237.0,99.0,70.0,68.0
2024-07-21 08:33:47+00:00,221.0,101.0,70.0,50.0
