datetime,aggregate,tv,fridge,washing_machine
2024-07-23 03:02:08+00:00,178.0,101.0,22.0,55.0
2024-07-23 03:02:09+00:00,178.0,103.0,22.0,53.0
2024-07-23 03:02:10+00:00,178.0,104.0,23.0,51.0
2024-07-23 03:02:11+00:00,181.0,101.0,22.0,58.0
2024-07-23 03:02:12+00:00,213.0,101.0,21.0,91.0
2024-07-23 03:02:13+00:00,174.0,101.0,22.0,51.0
2024-07-23 03:02:14+00:00,178.0,100.0,23.0,55.0
2024-07-23 03:02:15+00:00,178.0,103.0,22.0,53.0
2024-07-23 03:02:16+00:00,176.0,100.0,22.0,54.0
2024-07-23 03:02:17+00:00,171.0,98.0,21.0,52.0
2024-07-23 03:02:18+00:00,175.0,97.0,22.0,56.0
2024-07-23 03:02:19+00:00,188.0,110.0,22.0,56.0
2024-07-23 03:02:20+00:00,206.0,104.0,21.0,81.0
2024-07-23 03:02:21+00:00,194.0,100.0,24.0,70.0
2024-07-23 03:02:22+00:00,177.0,100.0,21.0,56.0
2024-07-23 03:02:23+00:00,180.0,109.0,22.0,49.0
2024-07-23 03:02:24+00:00,218.0,103.0,21.0,94.0
2024-07-23 03:02:25+00:00,180.0,107.0,21.0,52.0
2024-07-23 03:02:26+00:00,207.0,101.0,22.0,84.0
2024-07-23 03:02:27+00:00,170.0,97.0,21.0,52.0
2024-07-23 03:02:28+00:00,179.0,99.0,22.0,58.0
2024-07-23 03:02:29+00:00,186.0,111.0,21.0,54.0
2024-07-23 03:02:30+00:00,171.0,96.0,22.0,53.0
2024-07-23 03:02:31+00:00,167.0,96.0,22.0,49.0
2024-07-23 03:02:32+00:00,166.0,94.0,22.0,50.0
2024-07-23 03:02:33+00:00,175.0,98.0,22.0,55.0
2024-07-23 03:02:34+00:00,204.0,99.0,23.0,82.0
2024-07-23 03:02:35+00:00,171.0,100.0,22.0,49.0
2024-07-23 03:02:36+00:00,178.0,103.0,22.0,53.0
2024-07-23 03:02:37+00:00,204.0,107.0,23.0,74.0
2024-07-23 03:02:38+00:00,177.0,103.0,22.0,52.0
2024-07-23 03:02:39+00:00,178.0,103.0,22.0,53.0
2024-07-23 03:02:40+00:00,181.0,106.0,22.0,53.0
2024-07-23 03:02:41+00:00,176.0,102.0,23.0,51.0
2024-07-23 03:02:42+00:00,196.0,98.0,22.0,76.0
2024-07-23 03:02:43+00:00,185.0,100.0,22.0,63.0
2024-07-23 03:02:44+00:00,172.0,99.0,22.0,51.0
2024-07-23 03:02:45+00:00,174.0,102.0,22.0,50.0
2024-07-23 03:02:46+00:00,177.0,101.0,22.0,54.0
2024-07-23 03:02:47+00:00,178.0,99.0,23.0,56.0
2024-07-23 03:02:48+00:00,184.0,101.0,22.0,61.0
2024-07-23 03:02:49+00:00,207.0,106.0,24.0,77.0
2024-07-23 03:02:50+00:00,207.0,118.0,23.0,66.0
2024-07-23 03:02:51+00:00,188.0,107.0,22.0,59.0
2024-07-23 03:02:52+00:00,200.0,106.0,22.0,72.0
2024-07-23 03:02:53+00:00,181.0,106.0,22.0,53.0
2024-07-23 03:02:54+00:00,178.0,101.0,23.0,54.0
2024-07-23 03:02:55+00:00,178.0,104.0,23.0,51.0
2024-07-23 03:02:56+00:00,177.0,104.0,22.0,51.0
2024-07-23 03:02:57+00:00,182.0,101.0,22.0,59.0
2024-07-23 03:02:58+00:00,192.0,119.0,21.0,52.0
2024-07-23 03:02:59+00:00,193.0,108.0,21.0,64.0
2024-07-23 03:03:00+00:00,184.0,110.0,22.0,52.0
2024-07-23 03:03:01+00:00,192.0,103.0,22.0,67.0
2024-07-23 03:03:02+00:00,187.0,105.0,22.0,60.0
2024-07-23 03:03:03+00:00,179.0,104.0,22.0,53.0
2024-07-23 03:03:04+00:00,199.0,106.0,22.0,71.0
2024-07-23 03:03:05+00:00,198.0,103.0,21.0,74.0
2024-07-23 03:03:06+00:00,175.0,106.0,22.0,47.0
2024-07-23 03:03:07+00:00,174.0,101.0,22.0,51.0
2024-07-23 03:03:08+00:00,177.0,102.0,23.0,52.0
2024-07-23 03:03:09+00:00,182.0,108.0,23.0,51.0
2024-07-23 03:03:10+00:00,177.0,103.0,23.0,51.0
2024-07-23 03:03:11+00:00,183.0,102.0,23.0,58.0
2024-07-23 03:03:12+00:00,178.0,102.0,22.0,54.0
2024-07-23 03:03:13+00:00,196.0,112.0,22.0,62.0
2024-07-23 03:03:14+00:00,185.0,108.0,22.0,55.0
2024-07-23 03:03:15+00:00,175.0,104.0,22.0,49.0
2024-07-23 03:03:16+00:00,175.0,100.0,21.0,54.0
2024-07-23 03:03:17+00:00,180.0,103.0,22.0,55.0
2024-07-23 03:03:18+00:00,184.0,101.0,22.0,61.0
2024-07-23 03:03:19+00:00,193.0,107.0,22.0,64.0
2024-07-23 03:03:20+00:00,182.0,107.0,23.0,52.0
2024-07-23 03:03:21+00:00,178.0,101.0,22.0,55.0
2024-07-23 03:03:22+00:00,197.0,106.0,22.0,69.0
2024-07-23 03:03:23+00:00,175.0,101.0,23.0,51.0
2024-07-23 03:03:24+00:00,179.0,103.0,22.0,54.0
2024-07-23 03:03:25+00:00,183.0,105.0,23.0,55.0
2024-07-23 03:03:26+00:00,178.0,108.0,22.0,48.0
2024-07-23 03:03:27+00:00,192.0,110.0,23.0,59.0
2024-07-23 03:03:28+00:00,188.0,106.0,22.0,60.0
2024-07-23 03:03:29+00:00,182.0,110.0,22.0,50.0
2024-07-23 03:03:30+00:00,176.0,99.0,22.0,55.0
2024-07-23 03:03:31+00:00,177.0,100.0,21.0,56.0
2024-07-23 03:03:32+00:00,175.0,105.0,22.0,48.0
2024-07-23 03:03:33+00:00,172.0,101.0,21.0,50.0
2024-07-23 03:03:34+00:00,171.0,102.0,21.0,48.0
2024-07-23 03:03:35+00:00,188.0,97.0,23.0,68.0
2024-07-23 03:03:36+00:00,183.0,112.0,21.0,50.0
2024-07-23 03:03:37+00:00,183.0,103.0,22.0,58.0
2024-07-23 03:03:38+00:00,176.0,101.0,22.0,53.0
2024-07-23 03:03:39+00:00,171.0,100.0,23.0,48.0
2024-07-23 03:03:40+00:00,175.0,103.0,22.0,50.0
2024-07-23 03:03:41+00:00,188.0,107.0,22.0,59.0
2024-07-23 03:03:42+00:00,190.0,107.0,21.0,62.0
2024-07-23 03:03:43+00:00,196.0,103.0,22.0,71.0
2024-07-23 03:03:44+00:00,192.0,105.0,21.0,66.0
2024-07-23 03:03:45+00:00,179.0,103.0,21.0,55.0
2024-07-23 03:03:46+00:00,197.0,116.0,21.0,60.0
2024-07-23 03:03:47+00:00,191.0,108.0,22.0,61.0
2024-07-23 03:03:48+00:00,192.0,101.0,21.0,70.0
2024-07-23 03:03:49+00:00,185.0,106.0,22.0,57.0
2024-07-23 03:03:50+00:00,205.0,105.0,21.0,79.0
2024-07-23 03:03:51+00:00,192.0,104.0,21.0,67.0
2024-07-23 03:03:52+00:00,183.0,104.0,22.0,57.0
2024-07-23 03:03:53+00:00,175.0,98.0,22.0,55.0
2024-07-23 03:03:54+00:00,182.0,108.0,21.0,53.0
2024-07-23 03:03:55+00:00,186.0,101.0,22.0,63.0
2024-07-23 03:03:56+00:00,174.0,103.0,22.0,49.0
2024-07-23 03:03:57+00:00,174.0,102.0,22.0,50.0
2024-07-23 03:03:58+00:00,174.0,102.0,22.0,50.0
2024-07-23 03:03:59+00:00,193.0,105.0,21.0,67.0
2024-07-23 03:04:00+00:00,180.0,107.0,21.0,52.0
2024-07-23 03:04:01+00:00,187.0,105.0,23.0,59.0
2024-07-23 03:04:02+00:00,178.0,103.0,22.0,53.0
2024-07-23 03:04:03+00:00,187.0,105.0,22.0,60.0
2024-07-23 03:04:04+00:00,192.0,113.0,22.0,57.0
2024-07-23 03:04:05+00:00,203.0,113.0,21.0,69.0
2024-07-23 03:04:06+00:00,175.0,100.0,22.0,53.0
2024-07-23 03:04:07+00:00,177.0,103.0,23.0,51.0
2024-07-23 03:04:08+00:00,175.0,103.0,22.0,50.0
2024-07-23 03:04:09+00:00,182.0,102.0,22.0,58.0
2024-07-23 03:04:10+00:00,186.0,111.0,22.0,53.0
2024-07-23 03:04:11+00:00,184.0,106.0,21.0,57.0
2024-07-23 03:04:12+00:00,182.0,103.0,22.0,57.0
2024-07-23 03:04:13+00:00,179.0,106.0,22.0,51.0
2024-07-23 03:04:14+00:00,188.0,107.0,22.0,59.0
2024-07-23 03:04:15+00:00,208.0,106.0,22.0,80.0
2024-07-23 03:04:16+00:00,178.0,105.0,22.0,51.0
2024-07-23 03:04:17+00:00,180.0,109.0,22.0,49.0
2024-07-23 03:04:18+00:00,178.0,106.0,21.0,51.0
2024-07-23 03:04:19+00:00,187.0,107.0,22.0,58.0
2024-07-23 03:04:20+00:00,190.0,105.0,22.0,63.0
2024-07-23 03:04:21+00:00,185.0,108.0,22.0,55.0
2024-07-23 03:04:22+00:00,173.0,101.0,22.0,50.0
2024-07-23 03:04:23+00:00,183.0,103.0,22.0,58.0
2024-07-23 03:04:24+00:00,174.0,101.0,22.0,51.0
2024-07-23 03:04:25+00:00,202.0,104.0,23.0,75.0
2024-07-23 03:04:26+00:00,184.0,100.0,21.0,63.0
2024-07-23 03:04:27+00:00,184.0,107.0,22.0,55.0
2024-07-23 03:04:28+00:00,188.0,116.0,22.0,50.0
2024-07-23 03:04:29+00:00,191.0,101.0,22.0,68.0
2024-07-23 03:04:30+00:00,183.0,105.0,22.0,56.0
2024-07-23 03:04:31+00:00,195.0,111.0,23.0,61.0
2024-07-23 03:04:32+00:00,180.0,107.0,22.0,51.0
2024-07-23 03:04:33+00:00,180.0,106.0,23.0,51.0
2024-07-23 03:04:34+00:00,177.0,107.0,21.0,49.0
2024-07-23 03:04:35+00:00,171.0,100.0,21.0,50.0
2024-07-23 03:04:36+00:00,192.0,104.0,22.0,66.0
2024-07-23 03:04:37+00:00,171.0,98.0,22.0,51.0
2024-07-23 03:04:38+00:00,191.0,99.0,22.0,70.0
2024-07-23 03:04:39+00:00,177.0,100.0,23.0,54.0
2024-07-23 03:04:40+00:00,185.0,106.0,22.0,57.0
2024-07-23 03:04:41+00:00,176.0,104.0,21.0,51.0
2024-07-23 03:04:42+00:00,236.0,104.0,22.0,110.0
2024-07-23 03:04:43+00:00,176.0,104.0,22.0,50.0
2024-07-23 03:04:44+00:00,196.0,100.0,23.0,73.0
2024-07-23 03:04:45+00:00,183.0,104.0,21.0,58.0
2024-07-23 03:04:46+00:00,211.0,100.0,22.0,89.0
2024-07-23 03:04:47+00:00,185.0,100.0,21.0,64.0
2024-07-23 03:04:48+00:00,182.0,98.0,21.0,63.0
2024-07-23 03:04:49+00:00,181.0,104.0,22.0,55.0
2024-07-23 03:04:50+00:00,169.0,96.0,22.0,51.0
2024-07-23 03:04:51+00:00,214.0,99.0,22.0,93.0
2024-07-23 03:04:52+00:00,175.0,102.0,22.0,51.0
2024-07-23 03:04:53+00:00,182.0,107.0,22.0,53.0
2024-07-23 03:04:54+00:00,180.0,104.0,23.0,53.0
2024-07-23 03:04:55+00:00,171.0,100.0,22.0,49.0
2024-07-23 03:04:56+00:00,184.0,106.0,22.0,56.0
