datetime,aggregate,tv,fridge,washing_machine
2024-07-18 11:14:46+00:00,216.0,102.0,69.0,45.0
2024-07-18 11:14:47+00:00,216.0,98.0,68.0,50.0
2024-07-18 11:14:48+00:00,226.0,102.0,69.0,55.0
2024-07-18 11:14:49+00:00,222.0,103.0,68.0,51.0
2024-07-18 11:14:50+00:00,222.0,104.0,71.0,47.0
2024-07-18 11:14:51+00:00,219.0,100.0,69.0,50.0
2024-07-18 11:14:52+00:00,223.0,103.0,69.0,51.0
2024-07-18 11:14:53+00:00,231.0,103.0,69.0,59.0
2024-07-18 11:14:54+00:00,239.0,103.0,71.0,65.0
2024-07-18 11:14:55+00:00,232.0,106.0,70.0,56.0
2024-07-18 11:14:56+00:00,223.0,104.0,69.0,50.0
2024-07-18 11:14:57+00:00,223.0,106.0,69.0,48.0
2024-07-18 11:14:58+00:00,213.0,99.0,67.0,47.0
2024-07-18 11:14:59+00:00,210.0,95.0,69.0,46.0
2024-07-18 11:15:00+00:00,223.0,99.0,69.0,55.0
2024-07-18 11:15:01+00:00,223.0,107.0,69.0,47.0
2024-07-18 11:15:02+00:00,228.0,102.0,68.0,58.0
2024-07-18 11:15:03+00:00,222.0,107.0,68.0,47.0
2024-07-18 11:15:04+00:00,235.0,102.0,69.0,64.0
2024-07-18 11:15:05+00:00,219.0,107.0,68.0,44.0
2024-07-18 11:15:06+00:00,213.0,99.0,68.0,46.0
2024-07-18 11:15:07+00:00,223.0,105.0,69.0,49.0
2024-07-18 11:15:08+00:00,227.0,106.0,69.0,52.0
2024-07-18 11:15:09+00:00,232.0,110.0,68.0,54.0
2024-07-18 11:15:10+00:00,245.0,102.0,70.0,73.0
2024-07-18 11:15:11+00:00,216.0,100.0,69.0,47.0
2024-07-18 11:15:12+00:00,227.0,108.0,70.0,49.0
2024-07-18 11:15:13+00:00,216.0,101.0,67.0,48.0
2024-07-18 11:15:14+00:00,251.0,129.0,70.0,52.0
2024-07-18 11:15:15+00:00,251.0,104.0,69.0,78.0
2024-07-18 11:15:16+00:00,227.0,106.0,69.0,52.0
2024-07-18 11:15:17+00:00,241.0,104.0,71.0,66.0
2024-07-18 11:15:18+00:00,233.0,105.0,68.0,60.0
2024-07-18 11:15:19+00:00,237.0,113.0,69.0,55.0
2024-07-18 11:15:20+00:00,226.0,108.0,71.0,47.0
2024-07-18 11:15:21+00:00,231.0,107.0,69.0,55.0
2024-07-18 11:15:22+00:00,222.0,102.0,70.0,50.0
2024-07-18 11:15:23+00:00,217.0,100.0,68.0,49.0
2024-07-18 11:15:24+00:00,225.0,98.0,68.0,59.0
2024-07-18 11:15:25+00:00,225.0,104.0,70.0,51.0
2024-07-18 11:15:26+00:00,220.0,103.0,68.0,49.0
2024-07-18 11:15:27+00:00,217.0,102.0,68.0,47.0
2024-07-18 11:15:28+00:00,224.0,106.0,70.0,48.0
2024-07-18 11:15:29+00:00,226.0,102.0,69.0,55.0
