datetime,aggregate,tv,fridge,washing_machine
2024-07-24 15:43:28+00:00,104.0,32.0,72.0,0.0
2024-07-24 15:43:29+00:00,104.0,37.0,67.0,0.0
2024-07-24 15:43:30+00:00,101.0,31.0,70.0,0.0
2024-07-24 15:43:31+00:00,108.0,33.0,75.0,0.0
2024-07-24 15:43:32+00:00,116.0,45.0,71.0,0.0
2024-07-24 15:43:33+00:00,116.0,43.0,73.0,0.0
2024-07-24 15:43:34+00:00,104.0,36.0,68.0,0.0
2024-07-24 15:43:35+00:00,101.0,34.0,67.0,0.0
2024-07-24 15:43:36+00:00,111.0,42.0,69.0,0.0
2024-07-24 15:43:37+00:00,112.0,41.0,71.0,0.0
2024-07-24 15:43:38+00:00,102.0,32.0,70.0,0.0
2024-07-24 15:43:39+00:00,99.0,31.0,68.0,0.0
2024-07-24 15:43:40+00:00,104.0,37.0,67.0,0.0
2024-07-24 15:43:41+00:00,104.0,37.0,67.0,0.0
2024-07-24 15:43:42+00:00,152.0,83.0,69.0,0.0
2024-07-24 15:43:43+00:00,131.0,60.0,71.0,0.0
2024-07-24 15:43:44+00:00,104.0,31.0,73.0,0.0
2024-07-24 15:43:45+00:00,105.0,37.0,68.0,0.0
2024-07-24 15:43:46+00:00,129.0,56.0,73.0,0.0
2024-07-24 15:43:47+00:00,122.0,55.0,67.0,0.0
2024-07-24 15:43:48+00:00,105.0,37.0,68.0,0.0
2024-07-24 15:43:49+00:00,111.0,42.0,69.0,0.0
2024-07-24 15:43:50+00:00,109.0,38.0,71.0,0.0
2024-07-24 15:43:51+00:00,146.0,70.0,76.0,0.0
2024-07-24 15:43:52+00:00,98.0,32.0,66.0,0.0
2024-07-24 15:43:53+00:00,99.0,32.0,67.0,0.0
2024-07-24 15:43:54+00:00,148.0,65.0,83.0,0.0
2024-07-24 15:43:55+00:00,112.0,40.0,72.0,0.0
2024-07-24 15:43:56+00:00,113.0,41.0,72.0,0.0
2024-07-24 15:43:57+00:00,104.0,36.0,68.0,0.0
2024-07-24 15:43:58+00:00,103.0,36.0,67.0,0.0
2024-07-24 15:43:59+00:00,131.0,63.0,68.0,0.0
2024-07-24 15:44:00+00:00,107.0,36.0,71.0,0.0
2024-07-24 15:44:01+00:00,106.0,33.0,73.0,0.0
2024-07-24 15:44:02+00:00,106.0,38.0,68.0,0.0
2024-07-24 15:44:03+00:00,111.0,43.0,68.0,0.0
2024-07-24 15:44:04+00:00,102.0,35.0,67.0,0.0
2024-07-24 15:44:05+00:00,104.0,33.0,71.0,0.0
2024-07-24 15:44:06+00:00,122.0,50.0,72.0,0.0
2024-07-24 15:44:07+00:00,107.0,37.0,70.0,0.0
2024-07-24 15:44:08+00:00,107.0,31.0,76.0,0.0
2024-07-24 15:44:09+00:00,116.0,47.0,69.0,0.0
2024-07-24 15:44:10+00:00,111.0,41.0,70.0,0.0
2024-07-24 15:44:11+00:00,115.0,41.0,74.0,0.0
2024-07-24 15:44:12+00:00,99.0,32.0,67.0,0.0
2024-07-24 15:44:13+00:00,100.0,33.0,67.0,0.0
2024-07-24 15:44:14+00:00,122.0,47.0,75.0,0.0
2024-07-24 15:44:15+00:00,113.0,44.0,69.0,0.0
2024-07-24 15:44:16+00:00,107.0,36.0,71.0,0.0
2024-07-24 15:44:17+00:00,102.0,34.0,68.0,0.0
2024-07-24 15:44:18+00:00,115.0,49.0,66.0,0.0
2024-07-24 15:44:19+00:00,117.0,51.0,66.0,0.0
2024-07-24 15:44:20+00:00,120.0,51.0,69.0,0.0
2024-07-24 15:44:21+00:00,109.0,36.0,73.0,0.0
2024-07-24 15:44:22+00:00,104.0,35.0,69.0,0.0
2024-07-24 15:44:23+00:00,101.0,33.0,68.0,0.0
2024-07-24 15:44:24+00:00,110.0,41.0,69.0,0.0
