datetime,aggregate,tv,fridge,washing_machine
2024-07-23 12:12:48+00:00,227.0,109.0,69.0,49.0
2024-07-23 12:12:49+00:00,232.0,107.0,70.0,55.0
2024-07-23 12:12:50+00:00,275.0,104.0,69.0,102.0
2024-07-23 12:12:51+00:00,224.0,101.0,69.0,54.0
2024-07-23 12:12:52+00:00,242.0,103.0,69.0,70.0
2024-07-23 12:12:53+00:00,247.0,102.0,69.0,76.0
2024-07-23 12:12:54+00:00,224.0,101.0,69.0,54.0
2024-07-23 12:12:55+00:00,221.0,104.0,68.0,49.0
2024-07-23 12:12:56+00:00,220.0,102.0,68.0,50.0
2024-07-23 12:12:57+00:00,231.0,104.0,68.0,59.0
2024-07-23 12:12:58+00:00,235.0,104.0,69.0,62.0
2024-07-23 12:12:59+00:00,225.0,102.0,69.0,54.0
2024-07-23 12:13:00+00:00,226.0,100.0,69.0,57.0
2024-07-23 12:13:01+00:00,224.0,103.0,69.0,52.0
2024-07-23 12:13:02+00:00,225.0,101.0,69.0,55.0
2024-07-23 12:13:03+00:00,242.0,104.0,67.0,71.0
2024-07-23 12:13:04+00:00,235.0,104.0,70.0,61.0
2024-07-23 12:13:05+00:00,235.0,110.0,69.0,56.0
2024-07-23 12:13:06+00:00,234.0,106.0,69.0,59.0
2024-07-23 12:13:07+00:00,225.0,106.0,68.0,51.0
2024-07-23 12:13:08+00:00,229.0,105.0,70.0,54.0
2024-07-23 12:13:09+00:00,240.0,103.0,69.0,68.0
2024-07-23 12:13:10+00:00,234.0,101.0,68.0,65.0
2024-07-23 12:13:11+00:00,239.0,107.0,69.0,63.0
2024-07-23 12:13:12+00:00,221.0,105.0,67.0,49.0
2024-07-23 12:13:13+00:00,224.0,101.0,69.0,54.0
2024-07-23 12:13:14+00:00,216.0,102.0,67.0,47.0
2024-07-23 12:13:15+00:00,243.0,112.0,69.0,62.0
2024-07-23 12:13:16+00:00,219.0,99.0,67.0,53.0
2024-07-23 12:13:17+00:00,230.0,101.0,69.0,60.0
