datetime,aggregate,tv,fridge,washing_machine
2024-07-19 20:01:23+00:00,149.0,35.0,68.0,46.0
2024-07-19 20:01:24+00:00,156.0,38.0,70.0,48.0
2024-07-19 20:01:25+00:00,194.0,41.0,67.0,86.0
2024-07-19 20:01:26+00:00,157.0,40.0,68.0,49.0
2024-07-19 20:01:27+00:00,166.0,46.0,69.0,51.0
2024-07-19 20:01:28+00:00,159.0,37.0,70.0,52.0
2024-07-19 20:01:29+00:00,176.0,57.0,68.0,51.0
2024-07-19 20:01:30+00:00,168.0,41.0,67.0,60.0
2024-07-19 20:01:31+00:00,161.0,41.0,69.0,51.0
2024-07-19 20:01:32+00:00,171.0,42.0,69.0,60.0
2024-07-19 20:01:33+00:00,155.0,37.0,69.0,49.0
2024-07-19 20:01:34+00:00,162.0,45.0,67.0,50.0
2024-07-19 20:01:35+00:00,165.0,42.0,69.0,54.0
2024-07-19 20:01:36+00:00,158.0,40.0,69.0,49.0
2024-07-19 20:01:37+00:00,166.0,40.0,69.0,57.0
2024-07-19 20:01:38+00:00,170.0,42.0,68.0,60.0
2024-07-19 20:01:39+00:00,172.0,50.0,68.0,54.0
2024-07-19 20:01:40+00:00,166.0,44.0,70.0,52.0
2024-07-19 20:01:41+00:00,163.0,38.0,69.0,56.0
2024-07-19 20:01:42+00:00,160.0,40.0,69.0,51.0
2024-07-19 20:01:43+00:00,152.0,35.0,68.0,49.0
2024-07-19 20:01:44+00:00,176.0,49.0,70.0,57.0
2024-07-19 20:01:45+00:00,157.0,40.0,69.0,48.0
2024-07-19 20:01:46+00:00,203.0,77.0,70.0,56.0
2024-07-19 20:01:47+00:00,202.0,41.0,68.0,93.0
2024-07-19 20:01:48+00:00,164.0,41.0,68.0,55.0
2024-07-19 20:01:49+00:00,169.0,41.0,69.0,59.0
2024-07-19 20:01:50+00:00,159.0,43.0,67.0,49.0
2024-07-19 20:01:51+00:00,164.0,44.0,68.0,52.0
2024-07-19 20:01:52+00:00,158.0,42.0,68.0,48.0
2024-07-19 20:01:53+00:00,158.0,39.0,68.0,51.0
2024-07-19 20:01:54+00:00,162.0,38.0,70.0,54.0
2024-07-19 20:01:55+00:00,157.0,38.0,68.0,51.0
2024-07-19 20:01:56+00:00,161.0,42.0,69.0,50.0
2024-07-19 20:01:57+00:00,161.0,41.0,70.0,50.0
2024-07-19 20:01:58+00:00,160.0,37.0,69.0,54.0
2024-07-19 20:01:59+00:00,171.0,40.0,68.0,63.0
2024-07-19 20:02:00+00:00,161.0,37.0,67.0,57.0
2024-07-19 20:02:01+00:00,156.0,41.0,68.0,47.0
2024-07-19 20:02:02+00:00,154.0,38.0,69.0,47.0
2024-07-19 20:02:03+00:00,202.0,74.0,69.0,59.0
2024-07-19 20:02:04+00:00,162.0,44.0,68.0,50.0
2024-07-19 20:02:05+00:00,154.0,38.0,68.0,48.0
2024-07-19 20:02:06+00:00,176.0,43.0,68.0,65.0
2024-07-19 20:02:07+00:00,204.0,44.0,69.0,91.0
2024-07-19 20:02:08+00:00,159.0,42.0,68.0,49.0
2024-07-19 20:02:09+00:00,186.0,62.0,68.0,56.0
2024-07-19 20:02:10+00:00,170.0,38.0,68.0,64.0
2024-07-19 20:02:11+00:00,196.0,38.0,70.0,88.0
2024-07-19 20:02:12+00:00,192.0,44.0,69.0,79.0
2024-07-19 20:02:13+00:00,151.0,37.0,67.0,47.0
2024-07-19 20:02:14+00:00,160.0,40.0,66.0,54.0
2024-07-19 20:02:15+00:00,170.0,38.0,69.0,63.0
2024-07-19 20:02:16+00:00,160.0,39.0,69.0,52.0
2024-07-19 20:02:17+00:00,162.0,46.0,68.0,48.0
2024-07-19 20:02:18+00:00,159.0,42.0,69.0,48.0
2024-07-19 20:02:19+00:00,157.0,38.0,69.0,50.0
2024-07-19 20:02:20+00:00,175.0,45.0,69.0,61.0
2024-07-19 20:02:21+00:00,188.0,69.0,68.0,51.0
2024-07-19 20:02:22+00:00,160.0,35.0,70.0,55.0
2024-07-19 20:02:23+00:00,187.0,73.0,68.0,46.0
2024-07-19 20:02:24+00:00,160.0,42.0,68.0,50.0
2024-07-19 20:02:25+00:00,161.0,41.0,70.0,50.0
2024-07-19 20:02:26+00:00,151.0,39.0,66.0,46.0
2024-07-19 20:02:27+00:00,157.0,39.0,68.0,50.0
2024-07-19 20:02:28+00:00,161.0,44.0,68.0,49.0
