datetime,aggregate,fridge,tv,washing_machine
2014-12-12 11:15:00+00:00,268.9,89.083336,0.0,0.0
2014-12-12 11:16:00+00:00,268.7,89.083336,0.0,0.0
2014-12-12 11:17:00+00:00,268.85,89.25,0.0,0.0
2014-12-12 11:18:00+00:00,267.98334,89.21667,0.0,0.0
2014-12-12 11:19:00+00:00,268.15,89.2,0.0,0.0
2014-12-12 11:20:00+00:00,268.58334,89.1,0.0,0.0
2014-12-12 11:21:00+00:00,267.38333,89.1,0.0,0.0
2014-12-12 11:22:00+00:00,267.86667,88.9,0.0,0.0
2014-12-12 11:23:00+00:00,268.16666,89.25,0.0,0.0
2014-12-12 11:24:00+00:00,266.1,89.1,0.0,0.0
2014-12-12 11:25:00+00:00,266.43332,88.9,0.0,0.0
2014-12-12 11:26:00+00:00,266.25,88.76667,0.0,0.0
2014-12-12 11:27:00+00:00,262.18332,84.9,0.0,0.0
2014-12-12 11:28:00+00:00,261.66666,82.61667,0.0,0.0
2014-12-12 11:29:00+00:00,257.68332,82.0,0.0,0.0
2014-12-12 11:30:00+00:00,258.65,81.38333,0.0,0.0
2014-12-12 11:31:00+00:00,240.41667,72.01667,0.0,0.0
2014-12-12 11:32:00+00:00,191.68333,0.0,0.0,0.0
2014-12-12 11:33:00+00:00,191.28334,0.0,0.0,0.0
2014-12-12 11:34:00+00:00,191.68333,0.0,0.0,0.0
2014-12-12 11:35:00+00:00,190.71666,0.0,0.0,0.0
2014-12-12 11:36:00+00:00,190.45,0.0,0.0,0.0
2014-12-12 11:37:00+00:00,190.93333,0.0,0.0,0.0
2014-12-12 11:38:00+00:00,191.33333,0.0,0.0,0.0
2014-12-12 11:39:00+00:00,192.16667,0.0,0.0,0.0
2014-12-12 11:40:00+00:00,190.96666,0.0,0.0,0.0
2014-12-12 11:41:00+00:00,191.46666,0.0,0.0,0.0
2014-12-12 11:42:00+00:00,191.36667,0.0,0.0,0.0
2014-12-12 11:43:00+00:00,192.45,0.0,0.0,0.0
2014-12-12 11:44:00+00:00,191.71666,0.0,0.0,0.0
2014-12-12 11:45:00+00:00,192.18333,0.0,0.0,0.0
2014-12-12 11:46:00+00:00,191.86667,0.0,0.0,0.0
2014-12-12 11:47:00+00:00,191.31667,0.0,0.0,0.0
2014-12-12 11:48:00+00:00,203.58333,0.0,0.0,0.0
2014-12-12 11:49:00+00:00,225.18333,0.0,0.0,0.0
2014-12-12 11:50:00+00:00,249.06667,0.0,0.0,0.0
2014-12-12 11:51:00+00:00,251.9,0.0,0.0,0.0
2014-12-12 11:52:00+00:00,251.46666,0.0,0.0,0.0
2014-12-12 11:53:00+00:00,316.98334,2.7333333,0.0,0.0
2014-12-12 11:54:00+00:00,351.28333,7.65,0.0,0.0
2014-12-12 11:55:00+00:00,348.51666,5.1,0.0,0.0
2014-12-12 11:56:00+00:00,1430.1167,5.6666665,0.0,0.0
2014-12-12 11:57:00+00:00,1908.1,0.0,0.0,0.0
2014-12-12 11:58:00+00:00,1930.9667,0.0,0.0,0.0
2014-12-12 11:59:00+00:00,1591.2,0.0,0.0,0.0
2014-12-12 12:00:00+00:00,1320.5333,0.0,0.0,0.0
2014-12-12 12:01:00+00:00,1021.75,8.6,0.0,0.0
2014-12-12 12:02:00+00:00,996.55,0.0,0.0,0.0
2014-12-12 12:03:00+00:00,996.75,0.0,0.0,0.0
2014-12-12 12:04:00+00:00,991.9,0.0,0.0,0.0
2014-12-12 12:05:00+00:00,983.26666,0.0,0.0,0.0
2014-12-12 12:06:00+00:00,993.01666,4.45,0.0,0.0
2014-12-12 12:07:00+00:00,1663.8167,0.0,0.0,0.0
2014-12-12 12:08:00+00:00,2520.85,0.0,0.0,0.0
2014-12-12 12:09:00+00:00,2418.5667,1.7,0.0,0.0
2014-12-12 12:10:00+00:00,305.81668,5.1,0.0,0.0
2014-12-12 12:11:00+00:00,304.61667,0.0,0.0,0.0
