datetime,aggregate,fridge,tv,washing_machine
2014-12-05 06:00:00+00:00,158.78334,0.0,0.0,0.0
2014-12-05 06:01:00+00:00,159.46666,0.0,0.0,0.0
2014-12-05 06:02:00+00:00,159.33333,0.0,0.0,0.0
2014-12-05 06:03:00+00:00,159.55,0.0,0.0,0.0
2014-12-05 06:04:00+00:00,159.25,0.0,0.0,0.0
2014-12-05 06:05:00+00:00,157.68333,0.0,0.0,0.0
2014-12-05 06:06:00+00:00,156.08333,0.0,0.0,0.0
2014-12-05 06:07:00+00:00,155.16667,0.0,0.0,0.0
2014-12-05 06:08:00+00:00,154.43333,0.0,0.0,0.0
2014-12-05 06:09:00+00:00,156.65,0.0,0.0,0.0
2014-12-05 06:10:00+00:00,156.3,0.0,0.0,0.0
2014-12-05 06:11:00+00:00,155.76666,0.0,0.0,0.0
2014-12-05 06:12:00+00:00,156.23334,0.0,0.0,0.0
2014-12-05 06:13:00+00:00,156.75,0.0,0.0,0.0
2014-12-05 06:14:00+00:00,156.71666,0.0,0.0,0.0
2014-12-05 06:15:00+00:00,157.46666,0.0,0.0,0.0
2014-12-05 06:16:00+00:00,159.26666,0.0,0.0,0.0
2014-12-05 06:17:00+00:00,159.86667,0.0,0.0,0.0
2014-12-05 06:18:00+00:00,159.85,0.0,0.0,0.0
2014-12-05 06:19:00+00:00,159.45,0.0,0.0,0.0
2014-12-05 06:20:00+00:00,159.36667,0.0,0.0,0.0
2014-12-05 06:21:00+00:00,159.01666,0.0,0.0,0.0
2014-12-05 06:22:00+00:00,157.93333,0.0,0.0,0.0
2014-12-05 06:23:00+00:00,159.6,0.0,0.0,0.0
2014-12-05 06:24:00+00:00,160.3,0.0,0.0,0.0
2014-12-05 06:25:00+00:00,160.36667,0.0,0.0,0.0
2014-12-05 06:26:00+00:00,160.55,0.0,0.0,0.0
2014-12-05 06:27:00+00:00,158.46666,0.0,0.0,0.0
2014-12-05 06:28:00+00:00,157.58333,0.0,0.0,0.0
2014-12-05 06:29:00+00:00,157.6,0.0,0.0,0.0
2014-12-05 06:30:00+00:00,157.75,0.0,0.0,0.0
2014-12-05 06:31:00+00:00,158.55,0.0,0.0,0.0
2014-12-05 06:32:00+00:00,158.03334,0.0,0.0,0.0
2014-12-05 06:33:00+00:00,158.16667,0.0,0.0,0.0
2014-12-05 06:34:00+00:00,157.68333,0.0,0.0,0.0
2014-12-05 06:35:00+00:00,158.28334,0.0,0.0,0.0
2014-12-05 06:36:00+00:00,158.96666,0.0,0.0,0.0
2014-12-05 06:37:00+00:00,158.4,0.0,0.0,0.0
2014-12-05 06:38:00+00:00,159.3,0.0,0.0,0.0
2014-12-05 06:39:00+00:00,158.0,0.0,0.0,0.0
2014-12-05 06:40:00+00:00,158.1,0.0,0.0,0.0
2014-12-05 06:41:00+00:00,159.3,0.0,0.0,0.0
2014-12-05 06:42:00+00:00,157.63333,0.0,0.0,0.0
2014-12-05 06:43:00+00:00,158.08333,0.0,0.0,0.0
2014-12-05 06:44:00+00:00,158.96666,0.0,0.0,0.0
2014-12-05 06:45:00+00:00,158.06667,0.0,0.0,0.0
2014-12-05 06:46:00+00:00,157.96666,0.0,0.0,0.0
2014-12-05 06:47:00+00:00,156.8,0.0,0.0,0.0
2014-12-05 06:48:00+00:00,180.5,74.066666,0.0,0.0
2014-12-05 06:49:00+00:00,214.4,90.26667,0.0,0.0
2014-12-05 06:50:00+00:00,212.75,86.916664,0.0,0.0
2014-12-05 06:51:00+00:00,213.7,87.8,0.0,0.0
2014-12-05 06:52:00+00:00,211.4,87.0,0.0,0.0
2014-12-05 06:53:00+00:00,211.5,87.48333,0.0,0.0
2014-12-05 06:54:00+00:00,211.4,90.21667,0.0,0.0
2014-12-05 06:55:00+00:00,211.26666,85.38333,0.0,0.0
2014-12-05 06:56:00+00:00,211.51666,84.96667,0.0,0.0
2014-12-05 06:57:00+00:00,209.0,84.23333,0.0,0.0
2014-12-05 06:58:00+00:00,211.5,83.76667,0.0,0.0
2014-12-05 06:59:00+00:00,168.4,35.0,0.0,0.0
2014-12-05 07:00:00+00:00,163.65,0.0,0.0,0.0
2014-12-05 07:01:00+00:00,163.45,0.0,0.0,0.0
2014-12-05 07:02:00+00:00,162.51666,0.0,0.0,0.0
2014-12-05 07:03:00+00:00,160.06667,0.0,0.0,0.0
2014-12-05 07:04:00+00:00,161.53334,0.0,0.0,0.0
2014-12-05 07:05:00+00:00,161.48334,0.0,0.0,0.0
2014-12-05 07:06:00+00:00,159.35,0.0,0.0,0.0
2014-12-05 07:07:00+00:00,161.0,0.0,0.0,0.0
2014-12-05 07:08:00+00:00,160.65,0.0,0.0,0.0
2014-12-05 07:09:00+00:00,160.56667,0.0,0.0,0.0
2014-12-05 07:10:00+00:00,161.66667,0.0,0.0,0.0
2014-12-05 07:11:00+00:00,159.43333,0.0,0.0,0.0
2014-12-05 07:12:00+00:00,160.98334,0.0,0.0,0.0
2014-12-05 07:13:00+00:00,160.25,0.0,0.0,0.0
2014-12-05 07:14:00+00:00,160.43333,0.0,0.0,0.0
2014-12-05 07:15:00+00:00,160.43333,0.0,0.0,0.0
2014-12-05 07:16:00+00:00,161.63333,0.0,0.0,0.0
2014-12-05 07:17:00+00:00,158.8,0.0,0.0,0.0
2014-12-05 07:18:00+00:00,160.3,0.0,0.0,0.0
2014-12-05 07:19:00+00:00,159.0,0.0,0.0,0.0
2014-12-05 07:20:00+00:00,161.41667,0.0,0.0,0.0
2014-12-05 07:21:00+00:00,161.83333,0.0,0.0,0.0
2014-12-05 07:22:00+00:00,158.68333,0.0,0.0,0.0
2014-12-05 07:23:00+00:00,158.0,0.0,0.0,0.0
2014-12-05 07:24:00+00:00,158.33333,0.0,0.0,0.0
2014-12-05 07:25:00+00:00,156.8,0.0,0.0,0.0
2014-12-05 07:26:00+00:00,158.16667,0.0,0.0,0.0
2014-12-05 07:27:00+00:00,157.85,0.0,0.0,0.0
2014-12-05 07:28:00+00:00,158.78334,0.0,0.0,0.0
2014-12-05 07:29:00+00:00,158.46666,0.0,0.0,0.0
2014-12-05 07:30:00+00:00,158.56667,0.0,0.0,0.0
2014-12-05 07:31:00+00:00,199.86667,43.483334,0.0,0.0
2014-12-05 07:32:00+00:00,213.23334,89.666664,0.0,0.0
2014-12-05 07:33:00+00:00,210.61667,84.01667,0.0,0.0
2014-12-05 07:34:00+00:00,210.68333,85.26667,0.0,0.0
