datetime,aggregate,fridge,tv,washing_machine
2013-08-15 11:15:00+00:00,1428.8,91.86667,0.0,0.0
2013-08-15 11:16:00+00:00,248.4,91.65,0.0,0.0
2013-08-15 11:17:00+00:00,248.13333,91.53333,0.0,0.0
2013-08-15 11:18:00+00:00,253.91667,105.833336,0.0,0.0
2013-08-15 11:19:00+00:00,249.73334,92.0,0.0,0.0
2013-08-15 11:20:00+00:00,249.48334,91.88333,0.0,0.0
2013-08-15 11:21:00+00:00,249.16667,91.683334,0.0,0.0
2013-08-15 11:22:00+00:00,249.15,91.666664,0.0,0.0
2013-08-15 11:23:00+00:00,248.6,91.433334,0.0,0.0
2013-08-15 11:24:00+00:00,247.8,91.333336,0.0,0.0
2013-08-15 11:25:00+00:00,248.33333,91.53333,0.0,0.0
2013-08-15 11:26:00+00:00,248.93333,92.083336,0.0,0.0
2013-08-15 11:27:00+00:00,248.21666,91.816666,0.0,0.0
2013-08-15 11:28:00+00:00,248.33333,91.85,0.0,0.0
2013-08-15 11:29:00+00:00,247.65,91.3,0.0,0.0
2013-08-15 11:30:00+00:00,2351.75,91.11667,0.0,0.0
2013-08-15 11:31:00+00:00,300.36667,3.0,0.0,0.0
2013-08-15 11:32:00+00:00,180.7,0.28333333,0.0,0.0
2013-08-15 11:33:00+00:00,184.03334,5.6666665,0.0,0.0
2013-08-15 11:34:00+00:00,180.4,0.0,0.0,0.0
2013-08-15 11:35:00+00:00,180.16667,0.0,0.0,0.0
2013-08-15 11:36:00+00:00,180.55,0.0,0.0,0.0
2013-08-15 11:37:00+00:00,179.43333,0.0,0.0,0.0
2013-08-15 11:38:00+00:00,179.7,0.0,0.0,0.0
2013-08-15 11:39:00+00:00,179.3,0.0,0.0,0.0
2013-08-15 11:40:00+00:00,178.76666,0.0,0.0,0.0
2013-08-15 11:41:00+00:00,178.83333,0.0,0.0,0.0
2013-08-15 11:42:00+00:00,179.36667,0.0,0.0,0.0
2013-08-15 11:43:00+00:00,987.6667,0.0,0.0,0.0
2013-08-15 11:44:00+00:00,2200.5166,0.0,0.0,0.0
2013-08-15 11:45:00+00:00,2200.1167,0.0,0.0,0.0
2013-08-15 11:46:00+00:00,2217.3,0.0,0.0,0.0
2013-08-15 11:47:00+00:00,2197.7334,0.0,0.0,0.0
2013-08-15 11:48:00+00:00,2191.3167,0.0,0.0,0.0
2013-08-15 11:49:00+00:00,1847.6666,0.0,0.0,0.0
2013-08-15 11:50:00+00:00,178.66667,0.0,0.0,0.0
2013-08-15 11:51:00+00:00,178.55,0.0,0.0,0.0
2013-08-15 11:52:00+00:00,178.68333,0.0,0.0,0.0
2013-08-15 11:53:00+00:00,178.63333,0.0,0.0,0.0
2013-08-15 11:54:00+00:00,178.48334,0.0,0.0,0.0
2013-08-15 11:55:00+00:00,180.0,4.0666666,0.0,0.0
2013-08-15 11:56:00+00:00,179.33333,0.0,0.0,0.0
2013-08-15 11:57:00+00:00,179.08333,0.0,0.0,0.0
2013-08-15 11:58:00+00:00,178.63333,0.0,0.0,0.0
2013-08-15 11:59:00+00:00,178.4,0.0,0.0,0.0
2013-08-15 12:00:00+00:00,180.6,0.0,0.0,0.0
