datetime,aggregate,fridge,tv,washing_machine
2014-04-11 09:00:00+00:00,586.38336,84.46667,0.0,207.36667
2014-04-11 09:01:00+00:00,698.13336,86.03333,0.0,317.95
2014-04-11 09:02:00+00:00,773.4,87.35,0.0,349.41666
2014-04-11 09:03:00+00:00,753.98334,88.0,0.0,347.15
2014-04-11 09:04:00+00:00,408.76666,88.1,0.0,20.633333
2014-04-11 09:05:00+00:00,462.01666,88.21667,0.0,51.533333
2014-04-11 09:06:00+00:00,388.6,87.53333,0.0,26.466667
2014-04-11 09:07:00+00:00,374.86667,87.21667,0.0,0.0
2014-04-11 09:08:00+00:00,368.83334,86.683334,0.0,0.0
2014-04-11 09:09:00+00:00,365.8,86.1,0.0,0.0
2014-04-11 09:10:00+00:00,367.75,85.8,0.0,0.0
2014-04-11 09:11:00+00:00,365.8,86.0,0.0,0.0
2014-04-11 09:12:00+00:00,366.63333,86.0,0.0,0.0
2014-04-11 09:13:00+00:00,365.96667,85.916664,0.0,0.0
2014-04-11 09:14:00+00:00,363.03333,86.066666,0.0,0.0
2014-04-11 09:15:00+00:00,368.63333,85.95,0.0,0.0
2014-04-11 09:16:00+00:00,368.43332,85.9,0.0,0.0
2014-04-11 09:17:00+00:00,375.58334,89.36667,0.0,0.0
2014-04-11 09:18:00+00:00,376.45,91.683334,0.0,0.0
2014-04-11 09:19:00+00:00,374.45,90.65,0.0,0.0
2014-04-11 09:20:00+00:00,261.88333,88.816666,0.0,0.0
2014-04-11 09:21:00+00:00,254.53334,87.73333,0.0,0.0
2014-04-11 09:22:00+00:00,252.15,86.683334,0.0,0.0
2014-04-11 09:23:00+00:00,253.01666,85.88333,0.0,0.0
2014-04-11 09:24:00+00:00,258.85,84.95,0.0,0.0
2014-04-11 09:25:00+00:00,265.73334,84.0,0.0,0.0
2014-04-11 09:26:00+00:00,266.36667,83.76667,0.0,0.0
2014-04-11 09:27:00+00:00,265.15,83.1,0.0,0.0
2014-04-11 09:28:00+00:00,229.31667,50.916668,0.0,0.0
2014-04-11 09:29:00+00:00,200.86667,0.0,0.0,0.0
2014-04-11 09:30:00+00:00,203.25,0.0,0.0,0.0
2014-04-11 09:31:00+00:00,196.8,0.0,0.0,0.0
2014-04-11 09:32:00+00:00,198.95,0.0,0.0,0.0
2014-04-11 09:33:00+00:00,198.15,0.0,0.0,0.0
2014-04-11 09:34:00+00:00,198.76666,0.0,0.0,0.0
2014-04-11 09:35:00+00:00,198.85,0.0,0.0,0.0
2014-04-11 09:36:00+00:00,269.4,41.666668,0.0,0.0
2014-04-11 09:37:00+00:00,423.6,247.91667,0.0,0.0
2014-04-11 09:38:00+00:00,423.5,248.71666,0.0,0.0
2014-04-11 09:39:00+00:00,422.9,249.51666,0.0,0.0
2014-04-11 09:40:00+00:00,423.7,249.85,0.0,0.0
2014-04-11 09:41:00+00:00,424.48334,250.96666,0.0,0.0
2014-04-11 09:42:00+00:00,425.16666,250.2,0.0,0.0
2014-04-11 09:43:00+00:00,421.78333,247.95,0.0,0.0
2014-04-11 09:44:00+00:00,423.05,247.96666,0.0,0.0
2014-04-11 09:45:00+00:00,424.48334,247.33333,0.0,0.0
2014-04-11 09:46:00+00:00,421.65,247.01666,0.0,0.0
2014-04-11 09:47:00+00:00,422.78333,246.66667,0.0,0.0
2014-04-11 09:48:00+00:00,363.55,94.916664,0.0,0.0
2014-04-11 09:49:00+00:00,340.08334,0.0,0.0,0.0
2014-04-11 09:50:00+00:00,334.98334,0.0,0.0,0.0
2014-04-11 09:51:00+00:00,332.53333,0.0,0.0,0.0
2014-04-11 09:52:00+00:00,333.63333,0.0,0.0,0.0
2014-04-11 09:53:00+00:00,333.96667,0.0,0.0,0.0
2014-04-11 09:54:00+00:00,333.38333,0.0,0.0,0.0
2014-04-11 09:55:00+00:00,339.03333,0.0,0.0,0.0
2014-04-11 09:56:00+00:00,334.28333,0.0,0.0,0.0
2014-04-11 09:57:00+00:00,332.3,0.0,0.0,0.0
2014-04-11 09:58:00+00:00,338.56668,0.0,0.0,0.0
2014-04-11 09:59:00+00:00,338.68332,0.0,0.0,0.0
2014-04-11 10:00:00+00:00,341.13333,0.0,0.0,0.0
2014-04-11 10:01:00+00:00,371.95,28.3,0.0,0.0
2014-04-11 10:02:00+00:00,424.76666,98.166664,0.0,0.0
2014-04-11 10:03:00+00:00,421.76666,94.683334,0.0,0.0
2014-04-11 10:04:00+00:00,425.68332,99.333336,0.0,0.0
2014-04-11 10:05:00+00:00,436.31668,106.98333,0.0,0.0
2014-04-11 10:06:00+00:00,433.73334,105.88333,0.0,0.0
2014-04-11 10:07:00+00:00,430.03333,105.26667,0.0,0.0
2014-04-11 10:08:00+00:00,427.96667,103.683334,0.0,0.0
2014-04-11 10:09:00+00:00,429.75,101.71667,0.0,0.0
2014-04-11 10:10:00+00:00,423.3,99.01667,0.0,0.0
2014-04-11 10:11:00+00:00,417.21667,96.816666,0.0,0.0
2014-04-11 10:12:00+00:00,414.55,95.316666,0.0,0.0
2014-04-11 10:13:00+00:00,411.75,93.76667,0.0,0.0
2014-04-11 10:14:00+00:00,420.96667,92.433334,0.0,0.0
2014-04-11 10:15:00+00:00,418.03333,91.36667,0.0,0.0
2014-04-11 10:16:00+00:00,414.51666,90.55,0.0,0.0
2014-04-11 10:17:00+00:00,409.9,89.1,0.0,0.0
2014-04-11 10:18:00+00:00,409.76666,88.13333,0.0,0.0
2014-04-11 10:19:00+00:00,409.78333,87.23333,0.0,0.0
2014-04-11 10:20:00+00:00,412.15,90.53333,0.0,0.0
2014-04-11 10:21:00+00:00,411.05,86.1,0.0,0.0
2014-04-11 10:22:00+00:00,407.48334,85.0,0.0,0.0
